Scenario,Sensor_Type,Occupancy_Count,Crowd_Density_Level,Detection_Time_sec,Peak_Hazard_Exposure_percent,Evacuation_Time_sec,Success_Rate_percent,Decision_Node,Adaptive_Route_ID,Flow_Pattern_Score,Evacuation_Strategy_Type,Comment,Occupancy_Normalized,Density_Normalized,Hazard_Normalized,Combined_Avg,Route_Status
Platform Fire,Environmental Sensor,1501,0.3,3.9,11.74,368.0,94.37,Edge-Node-1,13,0.443,Priority-Based,Potential hazard identified,0.7444843509492047,0.2222222222222222,0.3705808080808081,0.4457624604174117,Congested
Sudden Overcrowding,Heat Sensor,176,0.21,6.06,12.71,304.0,93.61,Edge-Node-3,4,0.891,Leader-Based,Potential hazard identified,0.064648537711647,0.12222222222222222,0.40119949494949503,0.19602341829445477,Optimal
Panic Chain Reaction,Heat Sensor,1920,0.35,3.77,15.67,371.0,98.11,Edge-Node-1,5,0.563,Adaptive,Potential hazard identified,0.9594663930220626,0.2777777777777778,0.4946338383838384,0.577292669727893,Dangerous
Platform Fire,Environmental Sensor,1180,0.53,1.07,12.86,327.0,96.16,Edge-Node-1,14,0.386,Adaptive,Normal conditions,0.5797845048742944,0.4777777777777778,0.4059343434343434,0.4878322086954719,Congested
Sudden Overcrowding,Environmental Sensor,993,0.57,2.65,11.24,325.0,97.42,Edge-Node-2,15,0.343,Leader-Based,Evacuation improving,0.4838378655720882,0.5222222222222221,0.35479797979797983,0.4536193558640967,Congested
Station Flooding,WiFi Log,607,0.97,4.38,19.54,346.0,94.29,Edge-Node-2,1,0.257,Priority-Based,Potential hazard identified,0.2857875833760903,0.9666666666666666,0.6167929292929293,0.6230823931118954,Dangerous
Sudden Overcrowding,WiFi Log,1805,0.37,2.06,22.95,354.0,97.21,Edge-Node-1,10,0.718,Priority-Based,Evacuation improving,0.9004617752693689,0.30000000000000004,0.7244318181818182,0.6416311978170625,Dangerous
Platform Fire,WiFi Log,870,0.75,3.71,13.07,313.0,96.53,Edge-Node-2,11,0.886,Adaptive,Normal conditions,0.4207285787583376,0.7222222222222222,0.4125631313131313,0.518504644097897,Congested
Electrical Fire,WiFi Log,864,0.65,5.8,14.05,363.0,94.06,Edge-Node-2,13,0.77,Adaptive,Evacuation improving,0.4176500769625449,0.6111111111111112,0.4434974747474748,0.49075288760704366,Congested
Electrical Fire,CCTV,1004,0.21,2.76,14.94,315.0,100.56,Edge-Node-1,18,0.399,Adaptive,Crowd flow unstable,0.4894817855310416,0.12222222222222222,0.4715909090909091,0.36109830561472434,Optimal
Platform Fire,Environmental Sensor,390,0.22,2.99,16.79,322.0,95.13,Edge-Node-1,12,0.45,Adaptive,Sensor alert triggered,0.17444843509492045,0.13333333333333336,0.5299873737373737,0.2792563807218758,Optimal
Sudden Overcrowding,Smoke Sensor,1175,0.53,4.66,15.64,364.0,93.78,Edge-Node-1,12,0.575,Priority-Based,Sensor alert triggered,0.5772190867111339,0.4777777777777778,0.49368686868686873,0.5162279110585934,Congested
Electrical Fire,CCTV,1678,0.48,6.24,9.63,315.0,96.12,Edge-Node-3,7,0.499,Priority-Based,Crowd flow unstable,0.8353001539250897,0.4222222222222222,0.30397727272727276,0.5204998829581949,Congested
Station Flooding,CCTV,1198,1.0,4.1,21.64,364.0,97.04,Edge-Node-2,13,0.609,Leader-Based,Evacuation improving,0.5890200102616726,1.0,0.6830808080808082,0.7573669394474937,Dangerous
Electrical Fire,RFID Log,1380,0.44,4.14,10.67,432.0,99.74,Edge-Node-3,4,0.633,Adaptive,Sensor alert triggered,0.6824012314007183,0.3777777777777778,0.3368055555555556,0.46566152157801727,Congested
Panic Chain Reaction,CCTV,424,0.6,3.56,15.49,315.0,96.8,Edge-Node-1,10,0.464,Priority-Based,Normal conditions,0.1918932786044125,0.5555555555555555,0.4889520202020202,0.41213361812066274,Optimal
Platform Fire,Heat Sensor,1462,0.49,2.94,19.11,339.0,92.34,Edge-Node-2,1,0.547,Priority-Based,Crowd flow unstable,0.7244740892765521,0.4333333333333334,0.603219696969697,0.5870090398598609,Dangerous
Panic Chain Reaction,Smoke Sensor,1699,0.24,5.94,18.86,355.0,95.18,Edge-Node-1,2,0.457,Adaptive,Sensor alert triggered,0.8460749102103643,0.15555555555555556,0.5953282828282829,0.5323195828647342,Congested
Electrical Fire,RFID Log,1024,0.53,3.86,14.71,395.0,98.21,Edge-Node-1,9,0.297,Priority-Based,High congestion observed,0.49974345818368393,0.4777777777777778,0.4643308080808081,0.48061734801409,Congested
Electrical Fire,Heat Sensor,1929,0.33,3.68,15.16,409.0,99.17,Edge-Node-2,15,0.528,Leader-Based,Potential hazard identified,0.9640841457157516,0.2555555555555556,0.4785353535353536,0.5660583516022203,Dangerous
Station Flooding,Environmental Sensor,1853,0.67,3.99,19.68,413.0,97.13,Edge-Node-2,16,0.89,Adaptive,High congestion observed,0.9250897896357105,0.6333333333333334,0.6212121212121212,0.7265450813937218,Dangerous
Panic Chain Reaction,Heat Sensor,1079,0.7,4.21,11.73,341.0,97.6,Edge-Node-3,13,0.622,Priority-Based,Crowd flow unstable,0.5279630579784504,0.6666666666666666,0.37026515151515155,0.5216316253867562,Congested
Tunnel Smoke,Smoke Sensor,1873,0.96,2.43,18.99,396.0,96.34,Edge-Node-1,1,0.221,Priority-Based,Crowd flow unstable,0.935351462288353,0.9555555555555555,0.5994318181818181,0.8301129453419088,Dangerous
Platform Fire,WiFi Log,972,0.13,3.8,11.6,396.0,98.08,Edge-Node-1,7,0.926,Leader-Based,Potential hazard identified,0.4730631092868137,0.03333333333333334,0.3661616161616162,0.29085268626058774,Optimal
Tunnel Smoke,RFID Log,1577,0.83,5.03,4.86,377.0,95.66,Edge-Node-3,13,0.255,Priority-Based,Evacuation improving,0.7834787070292457,0.811111111111111,0.15340909090909094,0.5826663030164826,Dangerous
Panic Chain Reaction,Heat Sensor,432,0.41,3.83,15.64,338.0,95.86,Edge-Node-2,11,0.395,Priority-Based,Crowd flow unstable,0.19599794766546946,0.34444444444444444,0.49368686868686873,0.3447097535989276,Optimal
Platform Fire,WiFi Log,1266,0.44,0.38,9.09,383.0,94.0,Edge-Node-1,14,0.864,Adaptive,Evacuation improving,0.6239096972806567,0.3777777777777778,0.2869318181818182,0.42953976441341757,Congested
Platform Fire,Heat Sensor,832,0.12,4.04,18.13,396.0,99.26,Edge-Node-2,14,0.763,Adaptive,Sensor alert triggered,0.4012314007183171,0.022222222222222213,0.5722853535353536,0.33191299215863096,Optimal
Panic Chain Reaction,RFID Log,841,0.23,2.99,19.24,303.0,96.25,Edge-Node-1,6,0.642,Adaptive,Sensor alert triggered,0.40584915341200617,0.1444444444444445,0.6073232323232323,0.385872276726561,Optimal
Sudden Overcrowding,CCTV,788,0.72,4.46,20.04,335.0,100.43,Edge-Node-1,14,0.534,Adaptive,Sensor alert triggered,0.3786557208825038,0.6888888888888889,0.6325757575757576,0.5667067891157168,Dangerous
Electrical Fire,CCTV,317,0.75,5.48,16.8,300.0,96.1,Edge-Node-3,16,0.295,Adaptive,Crowd flow unstable,0.13699332991277577,0.7222222222222222,0.5303030303030304,0.4631728608126761,Congested
Sudden Overcrowding,Smoke Sensor,93,0.47,3.61,16.72,368.0,96.53,Edge-Node-1,5,0.896,Leader-Based,Evacuation improving,0.022062596203181118,0.41111111111111115,0.5277777777777778,0.3203171616973567,Optimal
Station Flooding,RFID Log,1794,0.54,2.73,11.53,409.0,97.88,Edge-Node-2,4,0.467,Adaptive,High congestion observed,0.8948178553104156,0.488888888888889,0.3639520202020202,0.5825529214671082,Dangerous
Electrical Fire,Heat Sensor,1828,0.39,5.14,9.52,388.0,99.62,Edge-Node-2,18,0.234,Leader-Based,Potential hazard identified,0.9122626988199076,0.32222222222222224,0.3005050505050505,0.5116633238490601,Congested
Electrical Fire,Smoke Sensor,1585,0.49,4.84,8.53,334.0,96.06,Edge-Node-2,12,0.328,Adaptive,Crowd flow unstable,0.7875833760903027,0.4333333333333334,0.2692550505050505,0.49672391997622894,Congested
Sudden Overcrowding,Smoke Sensor,1724,0.34,3.78,7.93,424.0,95.8,Edge-Node-3,16,0.55,Leader-Based,High congestion observed,0.8589020010261672,0.2666666666666667,0.2503156565656566,0.45862810808616344,Congested
Sudden Overcrowding,Smoke Sensor,1274,0.52,7.09,20.2,418.0,96.01,Edge-Node-3,17,0.667,Leader-Based,Sensor alert triggered,0.6280143663417137,0.46666666666666673,0.6376262626262627,0.5774357652115477,Dangerous
Station Flooding,WiFi Log,1480,0.27,4.13,20.37,327.0,94.61,Edge-Node-1,2,0.663,Leader-Based,High congestion observed,0.7337095946639302,0.18888888888888894,0.6429924242424243,0.5218636359317478,Congested
Tunnel Smoke,Heat Sensor,1084,0.45,2.57,10.65,316.0,97.81,Edge-Node-1,6,0.694,Leader-Based,Potential hazard identified,0.530528476141611,0.3888888888888889,0.33617424242424243,0.41853053581824745,Optimal
Platform Fire,Environmental Sensor,81,0.11,4.59,9.93,318.0,98.15,Edge-Node-3,1,0.662,Priority-Based,Potential hazard identified,0.01590559261159569,0.011111111111111113,0.3134469696969697,0.11348789113989217,Optimal
Tunnel Smoke,Heat Sensor,129,0.63,3.87,14.56,288.0,97.34,Edge-Node-2,12,0.517,Adaptive,Sensor alert triggered,0.04053360697793741,0.5888888888888889,0.45959595959595967,0.36300615182092866,Optimal
Tunnel Smoke,Smoke Sensor,98,0.99,3.05,19.55,314.0,98.05,Edge-Node-3,7,0.284,Adaptive,Sensor alert triggered,0.024628014366341714,0.9888888888888889,0.617108585858586,0.5435418297046056,Congested
Tunnel Smoke,Smoke Sensor,950,0.36,4.59,21.11,347.0,95.53,Edge-Node-3,15,0.913,Adaptive,Normal conditions,0.4617752693689071,0.2888888888888889,0.6663510101010102,0.4723383894529354,Congested
Tunnel Smoke,WiFi Log,1967,0.46,3.55,14.43,321.0,94.55,Edge-Node-2,5,0.685,Leader-Based,High congestion observed,0.9835813237557721,0.4000000000000001,0.45549242424242425,0.6130245826660655,Dangerous
Station Flooding,Environmental Sensor,373,0.1,2.39,9.47,355.0,101.13,Edge-Node-2,18,0.65,Leader-Based,Normal conditions,0.16572601334017442,0.0,0.29892676767676774,0.15488426033898073,Optimal
Tunnel Smoke,RFID Log,1497,0.93,6.11,15.75,300.0,96.41,Edge-Node-1,14,0.275,Leader-Based,Crowd flow unstable,0.7424320164186762,0.9222222222222223,0.49715909090909094,0.7206044431833298,Dangerous
Panic Chain Reaction,WiFi Log,627,0.28,3.92,15.95,350.0,90.94,Edge-Node-2,7,0.272,Adaptive,High congestion observed,0.29604925602873267,0.20000000000000007,0.5034722222222222,0.33317382608365165,Optimal
Platform Fire,CCTV,1931,0.57,2.77,17.39,324.0,93.77,Edge-Node-1,15,0.681,Priority-Based,Normal conditions,0.9651103129810159,0.5222222222222221,0.5489267676767677,0.678753100960002,Dangerous
Panic Chain Reaction,Environmental Sensor,1200,0.15,6.52,12.91,356.0,94.5,Edge-Node-1,11,0.63,Adaptive,Evacuation improving,0.5900461775269369,0.05555555555555554,0.4075126262626263,0.3510381197817063,Optimal
Panic Chain Reaction,Heat Sensor,539,0.94,2.07,7.48,327.0,95.09,Edge-Node-3,5,0.399,Priority-Based,Crowd flow unstable,0.2508978963571062,0.9333333333333333,0.23611111111111113,0.47344744693385027,Congested
Panic Chain Reaction,RFID Log,672,0.81,3.56,16.84,311.0,93.77,Edge-Node-2,1,0.639,Adaptive,High congestion observed,0.319138019497178,0.788888888888889,0.5315656565656566,0.5465308549839079,Congested
Panic Chain Reaction,Heat Sensor,1044,0.74,4.97,14.94,369.0,97.01,Edge-Node-2,13,0.483,Leader-Based,Evacuation improving,0.5100051308363263,0.7111111111111111,0.4715909090909091,0.5642357170127822,Dangerous
Panic Chain Reaction,CCTV,813,0.89,3.99,14.98,309.0,97.49,Edge-Node-3,18,0.516,Leader-Based,Normal conditions,0.39148281169830684,0.8777777777777778,0.4728535353535354,0.5807047082765401,Dangerous
Panic Chain Reaction,RFID Log,242,0.67,1.42,18.67,316.0,96.94,Edge-Node-1,17,0.321,Leader-Based,Normal conditions,0.09851205746536686,0.6333333333333334,0.5893308080808082,0.44039206629316946,Congested
Sudden Overcrowding,CCTV,1613,0.52,5.35,10.85,353.0,97.03,Edge-Node-1,16,0.322,Priority-Based,Potential hazard identified,0.801949717804002,0.46666666666666673,0.34248737373737376,0.5370345860693475,Congested
Tunnel Smoke,Heat Sensor,1922,0.58,2.45,18.61,290.0,95.31,Edge-Node-3,9,0.581,Priority-Based,Sensor alert triggered,0.9604925602873268,0.5333333333333332,0.5874368686868687,0.6937542541025096,Dangerous
Platform Fire,Heat Sensor,1447,0.55,6.08,21.71,374.0,96.21,Edge-Node-3,2,0.511,Adaptive,High congestion observed,0.7167778347870702,0.5,0.6852904040404041,0.6340227462758247,Dangerous
Platform Fire,Heat Sensor,85,0.73,3.2,19.54,376.0,95.26,Edge-Node-3,12,0.303,Leader-Based,High congestion observed,0.01795792714212417,0.7,0.6167929292929293,0.4449169521450178,Congested
Tunnel Smoke,Smoke Sensor,602,0.45,3.91,20.9,345.0,97.4,Edge-Node-1,17,0.893,Adaptive,Crowd flow unstable,0.2832221652129297,0.3888888888888889,0.6597222222222222,0.44394442544134693,Congested
Station Flooding,Smoke Sensor,1113,0.47,4.67,10.47,364.0,93.87,Edge-Node-2,18,0.804,Leader-Based,Evacuation improving,0.5454079014879425,0.41111111111111115,0.3304924242424243,0.42900381228049267,Congested
Platform Fire,CCTV,823,0.8,4.27,14.69,341.0,93.57,Edge-Node-1,13,0.445,Adaptive,Evacuation improving,0.396613648024628,0.7777777777777778,0.463699494949495,0.5460303069173003,Congested
Station Flooding,Smoke Sensor,1744,0.59,3.73,11.88,443.0,95.4,Edge-Node-2,4,0.412,Priority-Based,High congestion observed,0.8691636736788096,0.5444444444444444,0.37500000000000006,0.5962027060410847,Dangerous
Tunnel Smoke,WiFi Log,1867,0.32,4.63,15.47,339.0,94.58,Edge-Node-2,15,0.345,Leader-Based,Evacuation improving,0.9322729604925603,0.24444444444444446,0.4883207070707071,0.5550127040025706,Dangerous
Panic Chain Reaction,RFID Log,1650,0.18,2.53,8.83,421.0,97.39,Edge-Node-3,4,0.541,Leader-Based,Sensor alert triggered,0.8209338122113904,0.08888888888888889,0.2787247474747475,0.39618248285834223,Optimal
Electrical Fire,CCTV,309,0.68,4.13,13.3,343.0,100.43,Edge-Node-1,14,0.257,Adaptive,Potential hazard identified,0.13288866085171883,0.6444444444444445,0.4198232323232324,0.39905211253979855,Optimal
Sudden Overcrowding,CCTV,1245,0.62,3.85,11.48,379.0,95.98,Edge-Node-2,11,0.303,Priority-Based,Sensor alert triggered,0.6131349409953822,0.5777777777777777,0.3623737373737374,0.5177621520489658,Congested
Platform Fire,Environmental Sensor,391,0.61,4.51,12.43,320.0,96.72,Edge-Node-2,7,0.65,Leader-Based,Normal conditions,0.17496151872755258,0.5666666666666667,0.3923611111111111,0.3779964321684435,Optimal
Sudden Overcrowding,WiFi Log,151,0.29,3.47,7.41,353.0,98.47,Edge-Node-2,2,0.71,Leader-Based,Crowd flow unstable,0.05182144689584402,0.21111111111111108,0.23390151515151517,0.1656113577194901,Optimal
Panic Chain Reaction,Smoke Sensor,1211,0.65,5.4,10.63,316.0,95.33,Edge-Node-1,11,0.934,Priority-Based,Potential hazard identified,0.5956900974858902,0.6111111111111112,0.33554292929292934,0.5141147126299769,Congested
Platform Fire,RFID Log,1643,0.94,5.86,7.67,365.0,98.75,Edge-Node-1,12,0.86,Priority-Based,Normal conditions,0.8173422267829656,0.9333333333333333,0.24210858585858588,0.6642613819916282,Dangerous
Sudden Overcrowding,WiFi Log,828,0.99,3.92,12.11,398.0,99.57,Edge-Node-3,6,0.322,Leader-Based,Sensor alert triggered,0.3991790661877886,0.9888888888888889,0.382260101010101,0.5901093520289261,Dangerous
Sudden Overcrowding,CCTV,1192,0.28,2.53,17.22,352.0,95.5,Edge-Node-2,9,0.555,Adaptive,Normal conditions,0.5859415084658799,0.20000000000000007,0.5435606060606061,0.4431673715088287,Congested
Panic Chain Reaction,RFID Log,786,0.25,3.1,12.33,308.0,92.93,Edge-Node-2,17,0.266,Priority-Based,Evacuation improving,0.3776295536172396,0.16666666666666669,0.38920454545454547,0.31116692191281725,Optimal
Platform Fire,WiFi Log,945,0.13,4.12,18.65,338.0,100.45,Edge-Node-1,18,0.68,Priority-Based,Sensor alert triggered,0.45920985120574653,0.03333333333333334,0.5886994949494949,0.3604142264961916,Optimal
Tunnel Smoke,WiFi Log,405,0.86,7.12,19.8,337.0,94.94,Edge-Node-2,8,0.228,Leader-Based,Crowd flow unstable,0.18214468958440225,0.8444444444444444,0.6250000000000001,0.5505297113429489,Congested
Electrical Fire,CCTV,893,0.84,5.55,16.92,401.0,98.32,Edge-Node-2,16,0.335,Priority-Based,Normal conditions,0.4325295023088763,0.8222222222222222,0.5340909090909092,0.5962808778740025,Dangerous
Platform Fire,WiFi Log,394,0.54,2.97,11.76,385.0,98.82,Edge-Node-1,16,0.385,Leader-Based,Sensor alert triggered,0.17650076962544892,0.488888888888889,0.3712121212121212,0.34553392657548637,Optimal
Tunnel Smoke,Smoke Sensor,1187,0.3,3.56,12.44,377.0,97.19,Edge-Node-1,19,0.381,Leader-Based,Normal conditions,0.5833760903027193,0.2222222222222222,0.3926767676767677,0.39942502673390307,Optimal
Sudden Overcrowding,CCTV,1242,0.68,4.27,13.59,383.0,98.39,Edge-Node-1,9,0.931,Priority-Based,Sensor alert triggered,0.6115956900974858,0.6444444444444445,0.42897727272727276,0.5616724690897343,Dangerous
Panic Chain Reaction,WiFi Log,548,0.87,4.63,13.64,368.0,97.16,Edge-Node-1,8,0.655,Adaptive,Normal conditions,0.25551564905079527,0.8555555555555555,0.4305555555555556,0.5138755867206355,Congested
Electrical Fire,RFID Log,1655,0.18,3.54,17.39,354.0,95.4,Edge-Node-1,3,0.92,Priority-Based,Normal conditions,0.823499230374551,0.08888888888888889,0.5489267676767677,0.48710496231340256,Congested
Sudden Overcrowding,Smoke Sensor,451,0.11,3.72,20.1,394.0,95.53,Edge-Node-2,19,0.489,Adaptive,High congestion observed,0.2057465366854797,0.011111111111111113,0.634469696969697,0.28377578158876265,Optimal
Station Flooding,Heat Sensor,348,0.7,4.95,12.49,365.0,94.42,Edge-Node-3,17,0.846,Priority-Based,Evacuation improving,0.15289892252437146,0.6666666666666666,0.39425505050505055,0.4046068798986962,Optimal
Tunnel Smoke,Smoke Sensor,86,0.16,3.28,12.59,302.0,92.83,Edge-Node-1,11,0.252,Priority-Based,Evacuation improving,0.018471010774756286,0.06666666666666667,0.3974116161616162,0.16084976453434638,Optimal
Sudden Overcrowding,RFID Log,1611,0.49,3.3,8.56,360.0,97.19,Edge-Node-3,16,0.48,Priority-Based,Sensor alert triggered,0.8009235505387378,0.4333333333333334,0.2702020202020202,0.5014863013580304,Congested
Station Flooding,Environmental Sensor,315,0.88,3.54,17.26,333.0,97.83,Edge-Node-3,4,0.753,Priority-Based,Potential hazard identified,0.13596716264751152,0.8666666666666667,0.5448232323232324,0.5158190205458034,Congested
Station Flooding,Smoke Sensor,823,0.92,4.87,5.59,321.0,97.7,Edge-Node-1,5,0.904,Adaptive,Sensor alert triggered,0.396613648024628,0.9111111111111112,0.17645202020202022,0.49472559311258646,Congested
Platform Fire,RFID Log,1982,0.44,5.47,15.63,378.0,96.21,Edge-Node-3,6,0.775,Adaptive,Sensor alert triggered,0.991277578245254,0.3777777777777778,0.49337121212121215,0.6208088560480813,Dangerous
Tunnel Smoke,RFID Log,850,0.38,6.32,13.52,360.0,97.24,Edge-Node-3,2,0.245,Priority-Based,Sensor alert triggered,0.41046690610569525,0.3111111111111111,0.4267676767676768,0.3827818979948277,Optimal
Electrical Fire,Environmental Sensor,1869,0.42,4.96,13.86,408.0,98.69,Edge-Node-2,12,0.367,Priority-Based,High congestion observed,0.9332991277578245,0.35555555555555557,0.4375,0.57545156110446,Dangerous
Electrical Fire,CCTV,220,0.51,3.45,15.17,407.0,96.17,Edge-Node-1,11,0.385,Leader-Based,Evacuation improving,0.08722421754746024,0.45555555555555555,0.4788510101010101,0.34054359440134196,Optimal
Sudden Overcrowding,Smoke Sensor,1553,0.86,2.76,20.58,358.0,99.62,Edge-Node-2,12,0.233,Adaptive,Crowd flow unstable,0.7711646998460748,0.8444444444444444,0.6496212121212122,0.755076785470577,Dangerous
Panic Chain Reaction,Heat Sensor,1909,0.85,5.33,19.48,344.0,94.7,Edge-Node-2,14,0.327,Priority-Based,Evacuation improving,0.9538224730631093,0.8333333333333333,0.61489898989899,0.8006849320984775,Dangerous
Station Flooding,WiFi Log,1339,0.83,3.92,9.34,314.0,96.88,Edge-Node-2,9,0.469,Priority-Based,Crowd flow unstable,0.6613648024628014,0.811111111111111,0.2948232323232323,0.5890997152990481,Dangerous
Station Flooding,CCTV,1976,0.49,2.11,11.57,374.0,97.63,Edge-Node-2,16,0.371,Priority-Based,High congestion observed,0.9881990764494611,0.4333333333333334,0.3652146464646465,0.5955823520824803,Dangerous
Station Flooding,Smoke Sensor,1841,0.81,3.29,11.28,407.0,96.06,Edge-Node-1,6,0.435,Adaptive,Crowd flow unstable,0.9189327860441252,0.788888888888889,0.3560606060606061,0.6879607603312068,Dangerous
Station Flooding,WiFi Log,1809,0.2,4.66,18.43,423.0,98.9,Edge-Node-1,10,0.926,Adaptive,Potential hazard identified,0.9025141097998973,0.11111111111111112,0.5817550505050505,0.531793423805353,Congested
Electrical Fire,WiFi Log,1038,0.13,3.61,14.53,345.0,99.23,Edge-Node-1,8,0.821,Leader-Based,Sensor alert triggered,0.5069266290405336,0.03333333333333334,0.4586489898989899,0.332969650757619,Optimal
Panic Chain Reaction,Environmental Sensor,1297,0.45,4.66,16.28,398.0,95.38,Edge-Node-2,19,0.573,Adaptive,Potential hazard identified,0.6398152898922524,0.3888888888888889,0.513888888888889,0.5141976892233434,Congested
Platform Fire,Smoke Sensor,1832,0.32,5.51,28.48,357.0,94.67,Edge-Node-3,9,0.292,Leader-Based,Sensor alert triggered,0.9143150333504361,0.24444444444444446,0.8989898989898991,0.6859164589282599,Dangerous
Tunnel Smoke,Environmental Sensor,1370,0.26,4.49,15.39,347.0,98.03,Edge-Node-2,16,0.464,Leader-Based,Crowd flow unstable,0.6772703950743971,0.1777777777777778,0.4857954545454546,0.4469478757992098,Congested
Platform Fire,Heat Sensor,1037,0.33,3.44,25.48,381.0,94.7,Edge-Node-1,16,0.547,Priority-Based,Sensor alert triggered,0.5064135454079015,0.2555555555555556,0.8042929292929294,0.5220873434187955,Congested
Panic Chain Reaction,WiFi Log,1331,0.73,4.3,9.09,347.0,97.15,Edge-Node-1,9,0.232,Leader-Based,High congestion observed,0.6572601334017445,0.7,0.2869318181818182,0.5480639838611875,Congested
Station Flooding,Heat Sensor,303,0.74,4.48,13.21,334.0,95.2,Edge-Node-2,12,0.465,Leader-Based,Normal conditions,0.1298101590559261,0.7111111111111111,0.41698232323232326,0.41930119779978686,Optimal
Tunnel Smoke,CCTV,1860,0.51,5.87,15.08,315.0,95.71,Edge-Node-3,15,0.573,Adaptive,Evacuation improving,0.9286813750641354,0.45555555555555555,0.47601010101010105,0.6200823438765973,Dangerous
Panic Chain Reaction,Heat Sensor,819,0.11,3.97,15.96,395.0,99.28,Edge-Node-1,1,0.468,Adaptive,High congestion observed,0.3945613134940995,0.011111111111111113,0.5037878787878789,0.30315343446436316,Optimal
Tunnel Smoke,Heat Sensor,538,0.25,0.51,14.02,412.0,97.2,Edge-Node-2,4,0.217,Adaptive,Evacuation improving,0.2503848127244741,0.16666666666666669,0.4425505050505051,0.2865339948138819,Optimal
Tunnel Smoke,RFID Log,538,0.79,5.76,13.26,330.0,91.78,Edge-Node-1,4,0.226,Priority-Based,High congestion observed,0.2503848127244741,0.7666666666666667,0.4185606060606061,0.478537361817249,Congested
Station Flooding,WiFi Log,1179,0.34,5.31,14.64,385.0,95.1,Edge-Node-1,1,0.924,Priority-Based,Potential hazard identified,0.5792714212416624,0.2666666666666667,0.46212121212121215,0.43601976667651376,Congested
Electrical Fire,Smoke Sensor,1999,0.38,3.94,16.95,374.0,95.62,Edge-Node-2,16,0.424,Leader-Based,Normal conditions,0.9999999999999999,0.3111111111111111,0.5350378787878788,0.6153829966329966,Dangerous
Platform Fire,CCTV,971,0.56,2.92,14.67,368.0,95.61,Edge-Node-1,3,0.814,Leader-Based,High congestion observed,0.47255002565418164,0.5111111111111112,0.4630681818181818,0.48224310619449157,Congested
Tunnel Smoke,WiFi Log,1831,0.93,3.46,26.35,395.0,98.83,Edge-Node-3,5,0.593,Adaptive,Evacuation improving,0.9138019497178039,0.9222222222222223,0.8317550505050506,0.8892597408150257,Dangerous
Electrical Fire,WiFi Log,503,0.3,3.04,16.79,381.0,95.8,Edge-Node-3,1,0.821,Priority-Based,Evacuation improving,0.2324268855823499,0.2222222222222222,0.5299873737373737,0.32821216051398194,Optimal
Electrical Fire,RFID Log,1615,0.88,3.97,11.09,342.0,92.41,Edge-Node-3,6,0.587,Adaptive,Potential hazard identified,0.8029758850692663,0.8666666666666667,0.3500631313131313,0.6732352276830215,Dangerous
Platform Fire,WiFi Log,1055,0.1,2.17,6.64,438.0,97.34,Edge-Node-2,2,0.556,Adaptive,Normal conditions,0.5156490507952797,0.0,0.20959595959595959,0.24174833679707974,Optimal
Sudden Overcrowding,Environmental Sensor,955,0.15,5.43,24.7,350.0,99.56,Edge-Node-2,14,0.647,Adaptive,Evacuation improving,0.4643406875320677,0.05555555555555554,0.7796717171717172,0.4331893200864469,Congested
Platform Fire,WiFi Log,1589,0.51,4.49,20.54,311.0,100.32,Edge-Node-2,5,0.392,Adaptive,Evacuation improving,0.7896357106208312,0.45555555555555555,0.6483585858585859,0.6311832840116575,Dangerous
Tunnel Smoke,CCTV,1389,0.85,3.97,12.56,349.0,93.87,Edge-Node-2,15,0.574,Leader-Based,Crowd flow unstable,0.6870189840944073,0.8333333333333333,0.3964646464646465,0.6389389879641291,Dangerous
Tunnel Smoke,CCTV,1180,0.4,4.02,10.2,314.0,97.61,Edge-Node-1,7,0.88,Adaptive,Normal conditions,0.5797845048742944,0.33333333333333337,0.32196969696969696,0.4116958450591082,Optimal
Station Flooding,Environmental Sensor,1044,0.14,2.38,19.7,368.0,98.26,Edge-Node-2,3,0.666,Leader-Based,Sensor alert triggered,0.5100051308363263,0.04444444444444447,0.6218434343434344,0.3920976698747351,Optimal
Electrical Fire,RFID Log,906,0.49,3.28,7.43,357.0,99.16,Edge-Node-1,7,0.806,Adaptive,Crowd flow unstable,0.4391995895330939,0.4333333333333334,0.2345328282828283,0.3690219170497519,Optimal
Electrical Fire,Heat Sensor,830,0.81,3.94,9.26,316.0,95.48,Edge-Node-1,4,0.639,Adaptive,Evacuation improving,0.40020523345305287,0.788888888888889,0.29229797979797983,0.4937973673799739,Congested
Electrical Fire,Smoke Sensor,852,0.58,3.85,6.27,329.0,98.37,Edge-Node-1,14,0.716,Adaptive,Sensor alert triggered,0.4114930733709595,0.5333333333333332,0.19791666666666666,0.3809143577903198,Optimal
Sudden Overcrowding,Heat Sensor,1186,0.97,4.87,15.04,336.0,93.7,Edge-Node-3,16,0.564,Adaptive,Normal conditions,0.5828630066700872,0.9666666666666666,0.47474747474747475,0.6747590493614095,Dangerous
Tunnel Smoke,Environmental Sensor,325,0.11,7.81,17.16,369.0,98.07,Edge-Node-3,13,0.313,Leader-Based,Potential hazard identified,0.1410979989738327,0.011111111111111113,0.5416666666666667,0.2312919255838702,Optimal
Platform Fire,CCTV,1415,0.12,3.05,19.74,374.0,95.46,Edge-Node-2,13,0.343,Leader-Based,Sensor alert triggered,0.7003591585428425,0.022222222222222213,0.6231060606060606,0.4485624804570418,Congested
