route,hour,day_of_week,is_weekend,temperature,is_raining,nearby_event,prev_passenger_count,passenger_count,vehicle_capacity,data_source,route_avg_demand,is_peak_hour,utilisation,day_name
Route 10 - West Ring,10,3,0,18.1,0,0,31,19,100,SYNTHETIC,26.9,0,0.19,Thursday
Route 5 - South Connector,21,4,0,12.8,1,0,23,10,100,SYNTHETIC,24.6,0,0.1,Friday
Route 6 - Industrial Park,10,1,0,24.7,0,0,67,27,100,SYNTHETIC,45.9,0,0.27,Tuesday
Route 9 - East Corridor,8,0,0,21.9,0,0,62,66,100,SYNTHETIC,35.6,1,0.66,Monday
Route 4 - North Suburbs,8,5,1,16.6,1,0,27,28,100,SYNTHETIC,30.0,1,0.28,Saturday
Route 3 - University Shuttle,13,6,1,20.3,0,0,8,2,100,SYNTHETIC,37.7,0,0.02,Sunday
Route 1 - City Centre Express,19,6,1,18.2,1,0,49,52,100,SYNTHETIC,55.2,1,0.52,Sunday
Route 3 - University Shuttle,18,2,0,29.2,0,0,80,79,100,SYNTHETIC,37.7,1,0.79,Wednesday
Route 6 - Industrial Park,13,2,0,16.5,0,0,29,27,100,SYNTHETIC,45.9,0,0.27,Wednesday
Route 8 - Beach/Leisure,9,2,0,25.1,0,0,27,19,100,SYNTHETIC,27.1,1,0.19,Wednesday
Route 4 - North Suburbs,6,4,0,14.4,0,0,6,8,100,SYNTHETIC,30.0,0,0.08,Friday
Route 5 - South Connector,13,4,0,26.5,0,1,26,31,100,SYNTHETIC,24.6,0,0.31,Friday
Route 3 - University Shuttle,18,5,1,28.3,0,0,12,15,100,SYNTHETIC,37.7,1,0.15,Saturday
Route 9 - East Corridor,18,6,1,28.7,0,0,29,35,100,SYNTHETIC,35.6,1,0.35,Sunday
Route 6 - Industrial Park,12,2,0,31.8,0,0,28,26,100,SYNTHETIC,45.9,0,0.26,Wednesday
Route 2 - Airport Link,16,4,0,22.3,1,0,27,38,100,SYNTHETIC,38.4,0,0.38,Friday
Route 7 - Hospital Line,13,3,0,29.9,1,0,30,29,100,SYNTHETIC,37.7,0,0.29,Thursday
Route 4 - North Suburbs,15,6,1,33.0,1,0,11,11,100,SYNTHETIC,30.0,0,0.11,Sunday
Route 9 - East Corridor,14,2,0,11.0,0,0,23,19,100,SYNTHETIC,35.6,0,0.19,Wednesday
Route 3 - University Shuttle,17,1,0,15.2,0,0,27,73,100,SYNTHETIC,37.7,1,0.73,Tuesday
Route 9 - East Corridor,14,2,0,8.0,0,0,19,22,100,SYNTHETIC,35.6,0,0.22,Wednesday
Route 7 - Hospital Line,21,4,0,28.5,0,0,24,13,100,SYNTHETIC,37.7,0,0.13,Friday
Route 2 - Airport Link,13,6,1,7.9,1,0,27,28,100,SYNTHETIC,38.4,0,0.28,Sunday
Route 8 - Beach/Leisure,5,5,1,5.8,0,0,0,4,100,SYNTHETIC,27.1,0,0.04,Saturday
Route 8 - Beach/Leisure,9,0,0,11.2,0,0,24,18,100,SYNTHETIC,27.1,1,0.18,Monday
Route 5 - South Connector,14,3,0,6.1,0,0,18,15,100,SYNTHETIC,24.6,0,0.15,Thursday
Route 2 - Airport Link,15,1,0,22.2,1,0,24,30,100,SYNTHETIC,38.4,0,0.3,Tuesday
Route 5 - South Connector,15,2,0,11.3,0,0,16,22,100,SYNTHETIC,24.6,0,0.22,Wednesday
Route 7 - Hospital Line,17,6,1,6.5,0,0,20,41,100,SYNTHETIC,37.7,1,0.41,Sunday
Route 2 - Airport Link,10,6,1,19.7,0,0,39,19,100,SYNTHETIC,38.4,0,0.19,Sunday
Route 4 - North Suburbs,17,1,0,20.1,0,0,30,51,100,SYNTHETIC,30.0,1,0.51,Tuesday
Route 8 - Beach/Leisure,17,0,0,5.0,0,0,14,36,100,SYNTHETIC,27.1,1,0.36,Monday
Route 6 - Industrial Park,12,4,0,14.3,0,0,22,26,100,SYNTHETIC,45.9,0,0.26,Friday
Route 10 - West Ring,12,2,0,19.4,0,0,17,17,100,SYNTHETIC,26.9,0,0.17,Wednesday
Route 3 - University Shuttle,8,3,0,17.1,0,0,65,88,100,SYNTHETIC,37.7,1,0.88,Thursday
Route 8 - Beach/Leisure,12,6,1,17.4,0,0,13,28,100,SYNTHETIC,27.1,0,0.28,Sunday
Route 5 - South Connector,18,6,1,29.4,0,0,27,26,100,SYNTHETIC,24.6,1,0.26,Sunday
Route 3 - University Shuttle,20,6,1,37.2,1,1,22,4,100,SYNTHETIC,37.7,0,0.04,Sunday
Route 10 - West Ring,16,5,1,17.5,0,0,11,9,100,SYNTHETIC,26.9,0,0.09,Saturday
Route 7 - Hospital Line,10,6,1,9.4,0,0,31,13,100,SYNTHETIC,37.7,0,0.13,Sunday
Route 6 - Industrial Park,17,5,1,18.1,0,0,7,6,100,SYNTHETIC,45.9,1,0.06,Saturday
Route 3 - University Shuttle,18,6,1,21.6,0,0,14,15,100,SYNTHETIC,37.7,1,0.15,Sunday
Route 9 - East Corridor,11,3,0,19.6,1,0,25,27,100,SYNTHETIC,35.6,0,0.27,Thursday
Route 1 - City Centre Express,19,0,0,24.9,0,0,100,77,100,SYNTHETIC,55.2,1,0.77,Monday
Route 2 - Airport Link,7,5,1,37.7,1,0,13,44,100,SYNTHETIC,38.4,1,0.44,Saturday
Route 2 - Airport Link,4,6,1,6.3,0,0,1,0,100,SYNTHETIC,38.4,0,0.0,Sunday
Route 7 - Hospital Line,8,2,0,15.9,0,0,64,64,100,SYNTHETIC,37.7,1,0.64,Wednesday
Route 2 - Airport Link,8,2,0,32.3,0,0,53,66,100,SYNTHETIC,38.4,1,0.66,Wednesday
Route 8 - Beach/Leisure,19,4,0,15.8,0,0,40,35,100,SYNTHETIC,27.1,1,0.35,Friday
Route 2 - Airport Link,12,4,0,26.3,0,0,28,31,100,SYNTHETIC,38.4,0,0.31,Friday
Route 7 - Hospital Line,10,4,0,25.0,0,0,49,23,100,SYNTHETIC,37.7,0,0.23,Friday
Route 8 - Beach/Leisure,13,2,0,29.9,1,0,17,17,100,SYNTHETIC,27.1,0,0.17,Wednesday
Route 9 - East Corridor,12,5,1,35.3,0,1,16,15,100,SYNTHETIC,35.6,0,0.15,Saturday
Route 3 - University Shuttle,10,5,1,22.7,0,0,9,2,100,SYNTHETIC,37.7,0,0.02,Saturday
Route 1 - City Centre Express,8,6,1,6.0,0,0,51,52,100,SYNTHETIC,55.2,1,0.52,Sunday
Route 8 - Beach/Leisure,17,4,0,14.4,1,0,17,49,100,SYNTHETIC,27.1,1,0.49,Friday
Route 5 - South Connector,8,0,0,37.5,0,0,36,42,100,SYNTHETIC,24.6,1,0.42,Monday
Route 10 - West Ring,18,5,1,8.7,0,0,20,12,100,SYNTHETIC,26.9,1,0.12,Saturday
Route 2 - Airport Link,8,0,0,24.0,0,0,58,66,100,SYNTHETIC,38.4,1,0.66,Monday
Route 6 - Industrial Park,18,1,0,-0.1,0,0,97,97,100,SYNTHETIC,45.9,1,0.97,Tuesday
Route 2 - Airport Link,18,1,0,9.2,0,0,47,52,100,SYNTHETIC,38.4,1,0.52,Tuesday
Route 5 - South Connector,8,1,0,27.1,0,0,38,46,100,SYNTHETIC,24.6,1,0.46,Tuesday
Route 1 - City Centre Express,7,5,1,20.3,0,0,9,52,100,SYNTHETIC,55.2,1,0.52,Saturday
Route 8 - Beach/Leisure,21,3,0,17.0,0,0,16,3,100,SYNTHETIC,27.1,0,0.03,Thursday
Route 7 - Hospital Line,13,1,0,13.5,0,1,40,44,100,SYNTHETIC,37.7,0,0.44,Tuesday
Route 1 - City Centre Express,16,0,0,4.0,1,0,33,42,100,SYNTHETIC,55.2,0,0.42,Monday
Route 5 - South Connector,6,1,0,25.5,0,0,3,10,100,SYNTHETIC,24.6,0,0.1,Tuesday
Route 5 - South Connector,10,4,0,17.7,0,0,30,14,100,SYNTHETIC,24.6,0,0.14,Friday
Route 7 - Hospital Line,14,5,1,7.8,0,0,22,15,100,SYNTHETIC,37.7,0,0.15,Saturday
Route 5 - South Connector,19,2,0,20.2,0,0,38,34,100,SYNTHETIC,24.6,1,0.34,Wednesday
Route 5 - South Connector,10,0,0,24.6,0,1,48,21,100,SYNTHETIC,24.6,0,0.21,Monday
Route 9 - East Corridor,18,3,0,18.4,0,0,64,75,100,SYNTHETIC,35.6,1,0.75,Thursday
Route 6 - Industrial Park,17,5,1,20.9,0,0,7,16,100,SYNTHETIC,45.9,1,0.16,Saturday
Route 9 - East Corridor,7,0,0,20.3,1,0,12,67,100,SYNTHETIC,35.6,1,0.67,Monday
Route 9 - East Corridor,10,5,1,14.3,0,0,27,10,100,SYNTHETIC,35.6,0,0.1,Saturday
Route 9 - East Corridor,9,1,0,20.4,1,0,59,48,100,SYNTHETIC,35.6,1,0.48,Tuesday
Route 10 - West Ring,13,1,0,25.9,0,0,17,22,100,SYNTHETIC,26.9,0,0.22,Tuesday
Route 7 - Hospital Line,16,4,0,28.3,0,0,27,33,100,SYNTHETIC,37.7,0,0.33,Friday
Route 6 - Industrial Park,13,0,0,26.3,1,0,32,31,100,SYNTHETIC,45.9,0,0.31,Monday
Route 6 - Industrial Park,9,2,0,14.6,0,0,89,61,100,SYNTHETIC,45.9,1,0.61,Wednesday
Route 3 - University Shuttle,17,0,0,25.1,1,0,31,70,100,SYNTHETIC,37.7,1,0.7,Monday
Route 9 - East Corridor,16,1,0,23.7,0,0,20,28,100,SYNTHETIC,35.6,0,0.28,Tuesday
Route 7 - Hospital Line,14,5,1,14.3,0,0,19,15,100,SYNTHETIC,37.7,0,0.15,Saturday
Route 9 - East Corridor,15,1,0,16.3,0,0,23,26,100,SYNTHETIC,35.6,0,0.26,Tuesday
Route 8 - Beach/Leisure,9,0,0,25.4,0,0,27,22,100,SYNTHETIC,27.1,1,0.22,Monday
Route 5 - South Connector,17,1,0,31.0,0,0,25,39,100,SYNTHETIC,24.6,1,0.39,Tuesday
Route 3 - University Shuttle,12,0,0,5.5,0,0,19,24,100,SYNTHETIC,37.7,0,0.24,Monday
Route 10 - West Ring,11,4,0,33.1,0,0,17,15,100,SYNTHETIC,26.9,0,0.15,Friday
Route 8 - Beach/Leisure,8,6,1,29.3,1,0,43,49,100,SYNTHETIC,27.1,1,0.49,Sunday
Route 9 - East Corridor,16,1,0,21.6,0,1,37,42,100,SYNTHETIC,35.6,0,0.42,Tuesday
Route 6 - Industrial Park,16,5,1,18.1,0,0,9,7,100,SYNTHETIC,45.9,0,0.07,Saturday
Route 6 - Industrial Park,11,2,0,23.1,0,0,26,33,100,SYNTHETIC,45.9,0,0.33,Wednesday
Route 1 - City Centre Express,19,0,0,14.9,0,0,106,73,100,SYNTHETIC,55.2,1,0.73,Monday
Route 1 - City Centre Express,19,4,0,18.6,0,0,94,72,100,SYNTHETIC,55.2,1,0.72,Friday
Route 8 - Beach/Leisure,7,1,0,8.2,0,0,9,30,100,SYNTHETIC,27.1,1,0.3,Tuesday
Route 3 - University Shuttle,17,3,0,6.1,1,0,36,84,100,SYNTHETIC,37.7,1,0.84,Thursday
Route 1 - City Centre Express,12,3,0,38.7,0,0,29,33,100,SYNTHETIC,55.2,0,0.33,Thursday
Route 8 - Beach/Leisure,23,4,0,20.5,1,0,0,6,100,SYNTHETIC,27.1,0,0.06,Friday
Route 7 - Hospital Line,9,0,0,21.6,0,0,80,46,100,SYNTHETIC,37.7,1,0.46,Monday
Route 2 - Airport Link,10,1,0,19.8,0,0,46,26,100,SYNTHETIC,38.4,0,0.26,Tuesday
Route 5 - South Connector,13,5,1,13.4,0,0,10,8,100,SYNTHETIC,24.6,0,0.08,Saturday
Route 5 - South Connector,9,6,1,17.5,0,0,24,17,100,SYNTHETIC,24.6,1,0.17,Sunday
Route 1 - City Centre Express,17,0,0,20.7,0,0,32,91,100,SYNTHETIC,55.2,1,0.91,Monday
Route 7 - Hospital Line,14,2,0,18.4,0,0,26,21,100,SYNTHETIC,37.7,0,0.21,Wednesday
Route 4 - North Suburbs,9,6,1,14.0,1,0,30,23,100,SYNTHETIC,30.0,1,0.23,Sunday
Route 9 - East Corridor,14,2,0,23.8,1,0,25,21,100,SYNTHETIC,35.6,0,0.21,Wednesday
Route 2 - Airport Link,20,3,0,21.5,1,0,52,31,100,SYNTHETIC,38.4,0,0.31,Thursday
Route 9 - East Corridor,18,6,1,23.1,0,0,20,31,100,SYNTHETIC,35.6,1,0.31,Sunday
Route 1 - City Centre Express,14,6,1,25.6,1,0,23,15,100,SYNTHETIC,55.2,0,0.15,Sunday
Route 8 - Beach/Leisure,10,4,0,18.6,0,0,20,15,100,SYNTHETIC,27.1,0,0.15,Friday
Route 8 - Beach/Leisure,8,4,0,18.6,0,0,24,29,100,SYNTHETIC,27.1,1,0.29,Friday
Route 5 - South Connector,19,4,0,31.9,0,0,40,40,100,SYNTHETIC,24.6,1,0.4,Friday
Route 3 - University Shuttle,17,1,0,12.4,0,0,29,74,100,SYNTHETIC,37.7,1,0.74,Tuesday
Route 2 - Airport Link,15,6,1,5.0,1,0,24,26,100,SYNTHETIC,38.4,0,0.26,Sunday
Route 4 - North Suburbs,19,0,0,24.4,0,0,57,47,100,SYNTHETIC,30.0,1,0.47,Monday
Route 7 - Hospital Line,8,0,0,15.0,1,0,64,80,100,SYNTHETIC,37.7,1,0.8,Monday
Route 8 - Beach/Leisure,17,4,0,11.4,0,0,19,45,100,SYNTHETIC,27.1,1,0.45,Friday
Route 2 - Airport Link,9,5,1,27.1,0,0,66,40,100,SYNTHETIC,38.4,1,0.4,Saturday
Route 1 - City Centre Express,7,5,1,18.8,0,0,8,53,100,SYNTHETIC,55.2,1,0.53,Saturday
Route 6 - Industrial Park,13,4,0,9.9,0,0,30,31,100,SYNTHETIC,45.9,0,0.31,Friday
Route 6 - Industrial Park,12,2,0,35.5,0,0,34,31,100,SYNTHETIC,45.9,0,0.31,Wednesday
Route 10 - West Ring,21,2,0,7.1,0,0,18,8,100,SYNTHETIC,26.9,0,0.08,Wednesday
Route 8 - Beach/Leisure,11,2,0,19.3,0,0,16,10,100,SYNTHETIC,27.1,0,0.1,Wednesday
Route 6 - Industrial Park,18,1,0,4.9,1,0,95,96,100,SYNTHETIC,45.9,1,0.96,Tuesday
Route 6 - Industrial Park,18,2,0,22.2,0,0,88,96,100,SYNTHETIC,45.9,1,0.96,Wednesday
Route 7 - Hospital Line,17,0,0,14.9,1,0,37,80,100,SYNTHETIC,37.7,1,0.8,Monday
Route 5 - South Connector,20,2,0,26.6,1,0,38,19,100,SYNTHETIC,24.6,0,0.19,Wednesday
Route 7 - Hospital Line,12,6,1,19.9,0,0,13,19,100,SYNTHETIC,37.7,0,0.19,Sunday
Route 2 - Airport Link,12,4,0,30.8,1,0,29,30,100,SYNTHETIC,38.4,0,0.3,Friday
Route 9 - East Corridor,8,0,0,16.6,0,0,52,71,100,SYNTHETIC,35.6,1,0.71,Monday
Route 9 - East Corridor,10,2,0,7.2,1,0,57,23,100,SYNTHETIC,35.6,0,0.23,Wednesday
Route 5 - South Connector,19,1,0,21.9,0,0,49,31,100,SYNTHETIC,24.6,1,0.31,Tuesday
Route 5 - South Connector,13,1,0,18.0,0,0,25,15,100,SYNTHETIC,24.6,0,0.15,Tuesday
Route 5 - South Connector,11,4,0,5.4,0,0,17,16,100,SYNTHETIC,24.6,0,0.16,Friday
Route 9 - East Corridor,9,6,1,11.6,0,0,32,21,100,SYNTHETIC,35.6,1,0.21,Sunday
Route 2 - Airport Link,14,4,0,14.1,0,0,27,23,100,SYNTHETIC,38.4,0,0.23,Friday
Route 4 - North Suburbs,17,3,0,32.4,0,0,23,52,100,SYNTHETIC,30.0,1,0.52,Thursday
Route 7 - Hospital Line,10,1,0,25.7,1,0,63,24,100,SYNTHETIC,37.7,0,0.24,Tuesday
Route 7 - Hospital Line,18,1,0,17.2,0,0,66,71,100,SYNTHETIC,37.7,1,0.71,Tuesday
Route 3 - University Shuttle,16,5,1,23.8,0,0,6,9,100,SYNTHETIC,37.7,0,0.09,Saturday
Route 2 - Airport Link,18,4,0,3.7,1,1,95,89,100,SYNTHETIC,38.4,1,0.89,Friday
Route 6 - Industrial Park,9,3,0,15.5,0,1,140,93,100,SYNTHETIC,45.9,1,0.93,Thursday
Route 7 - Hospital Line,16,4,0,23.2,0,0,22,31,100,SYNTHETIC,37.7,0,0.31,Friday
Route 8 - Beach/Leisure,8,5,1,21.3,1,0,30,45,100,SYNTHETIC,27.1,1,0.45,Saturday
Route 1 - City Centre Express,11,5,1,15.7,0,0,18,19,100,SYNTHETIC,55.2,0,0.19,Saturday
Route 1 - City Centre Express,17,0,0,19.7,0,0,40,90,100,SYNTHETIC,55.2,1,0.9,Monday
Route 4 - North Suburbs,16,2,0,22.7,0,0,23,23,100,SYNTHETIC,30.0,0,0.23,Wednesday
Route 6 - Industrial Park,8,0,0,19.9,1,0,93,110,100,SYNTHETIC,45.9,1,1.1,Monday
Route 1 - City Centre Express,19,2,0,26.9,0,0,102,75,100,SYNTHETIC,55.2,1,0.75,Wednesday
Route 2 - Airport Link,7,4,0,22.5,0,0,16,52,100,SYNTHETIC,38.4,1,0.52,Friday
Route 5 - South Connector,16,1,0,24.1,0,0,14,23,100,SYNTHETIC,24.6,0,0.23,Tuesday
Route 3 - University Shuttle,22,1,0,33.7,0,0,18,8,100,SYNTHETIC,37.7,0,0.08,Tuesday
Route 8 - Beach/Leisure,15,3,0,26.6,1,0,14,16,100,SYNTHETIC,27.1,0,0.16,Thursday
Route 1 - City Centre Express,18,3,0,33.9,1,0,105,101,100,SYNTHETIC,55.2,1,1.01,Thursday
Route 9 - East Corridor,16,4,0,14.6,1,0,28,32,100,SYNTHETIC,35.6,0,0.32,Friday
Route 2 - Airport Link,18,0,0,7.3,0,0,59,52,100,SYNTHETIC,38.4,1,0.52,Monday
Route 5 - South Connector,17,1,0,18.9,1,0,25,39,100,SYNTHETIC,24.6,1,0.39,Tuesday
Route 10 - West Ring,17,5,1,18.2,0,0,12,20,100,SYNTHETIC,26.9,1,0.2,Saturday
Route 7 - Hospital Line,9,4,0,31.7,0,0,71,43,100,SYNTHETIC,37.7,1,0.43,Friday
Route 10 - West Ring,18,6,1,11.0,1,0,20,22,100,SYNTHETIC,26.9,1,0.22,Sunday
Route 1 - City Centre Express,9,5,1,19.4,0,0,56,36,100,SYNTHETIC,55.2,1,0.36,Saturday
Route 8 - Beach/Leisure,22,5,1,23.2,1,0,16,10,100,SYNTHETIC,27.1,0,0.1,Saturday
Route 1 - City Centre Express,9,3,0,20.8,0,0,90,82,100,SYNTHETIC,55.2,1,0.82,Thursday
Route 7 - Hospital Line,9,6,1,18.6,0,0,45,34,100,SYNTHETIC,37.7,1,0.34,Sunday
Route 4 - North Suburbs,19,2,0,22.9,0,0,54,43,100,SYNTHETIC,30.0,1,0.43,Wednesday
Route 8 - Beach/Leisure,9,6,1,28.6,0,0,41,23,100,SYNTHETIC,27.1,1,0.23,Sunday
Route 2 - Airport Link,11,2,0,32.3,0,0,24,27,100,SYNTHETIC,38.4,0,0.27,Wednesday
Route 9 - East Corridor,17,3,0,20.3,1,1,52,85,100,SYNTHETIC,35.6,1,0.85,Thursday
Route 5 - South Connector,8,4,0,13.5,0,0,39,43,100,SYNTHETIC,24.6,1,0.43,Friday
Route 6 - Industrial Park,8,2,0,32.3,0,0,82,89,100,SYNTHETIC,45.9,1,0.89,Wednesday
Route 6 - Industrial Park,14,1,0,11.4,0,0,28,20,100,SYNTHETIC,45.9,0,0.2,Tuesday
Route 1 - City Centre Express,9,6,1,34.3,0,1,90,73,100,SYNTHETIC,55.2,1,0.73,Sunday
Route 4 - North Suburbs,9,3,0,30.8,0,1,87,53,100,SYNTHETIC,30.0,1,0.53,Thursday
Route 8 - Beach/Leisure,3,6,1,31.9,0,0,8,0,100,SYNTHETIC,27.1,0,0.0,Sunday
Route 10 - West Ring,12,2,0,25.5,0,0,15,20,100,SYNTHETIC,26.9,0,0.2,Wednesday
Route 10 - West Ring,11,6,1,3.1,1,0,6,9,100,SYNTHETIC,26.9,0,0.09,Sunday
Route 6 - Industrial Park,6,4,0,11.7,1,0,1,17,100,SYNTHETIC,45.9,0,0.17,Friday
Route 3 - University Shuttle,16,5,1,22.5,0,0,6,4,100,SYNTHETIC,37.7,0,0.04,Saturday
Route 5 - South Connector,16,5,1,14.6,0,0,10,13,100,SYNTHETIC,24.6,0,0.13,Saturday
Route 5 - South Connector,7,1,0,17.5,0,0,7,39,100,SYNTHETIC,24.6,1,0.39,Tuesday
Route 4 - North Suburbs,10,5,1,24.9,0,0,23,5,100,SYNTHETIC,30.0,0,0.05,Saturday
Route 4 - North Suburbs,19,6,1,18.6,0,0,29,23,100,SYNTHETIC,30.0,1,0.23,Sunday
Route 9 - East Corridor,16,4,0,10.2,0,0,25,24,100,SYNTHETIC,35.6,0,0.24,Friday
Route 4 - North Suburbs,12,6,1,27.1,0,0,14,8,100,SYNTHETIC,30.0,0,0.08,Sunday
Route 1 - City Centre Express,13,5,1,24.1,0,0,15,21,100,SYNTHETIC,55.2,0,0.21,Saturday
Route 8 - Beach/Leisure,9,4,0,18.0,0,0,29,18,100,SYNTHETIC,27.1,1,0.18,Friday
Route 7 - Hospital Line,18,3,0,25.7,1,0,57,71,100,SYNTHETIC,37.7,1,0.71,Thursday
Route 4 - North Suburbs,20,6,1,20.8,0,0,23,12,100,SYNTHETIC,30.0,0,0.12,Sunday
Route 7 - Hospital Line,20,1,0,30.7,1,0,54,23,100,SYNTHETIC,37.7,0,0.23,Tuesday
Route 10 - West Ring,9,3,0,21.2,1,0,56,42,100,SYNTHETIC,26.9,1,0.42,Thursday
Route 10 - West Ring,10,5,1,30.6,0,0,14,9,100,SYNTHETIC,26.9,0,0.09,Saturday
Route 8 - Beach/Leisure,8,6,1,5.0,1,0,40,41,100,SYNTHETIC,27.1,1,0.41,Sunday
Route 6 - Industrial Park,10,1,0,23.7,0,0,61,27,100,SYNTHETIC,45.9,0,0.27,Tuesday
Route 1 - City Centre Express,11,0,0,16.8,1,0,35,38,100,SYNTHETIC,55.2,0,0.38,Monday
Route 6 - Industrial Park,16,2,0,13.1,0,0,25,35,100,SYNTHETIC,45.9,0,0.35,Wednesday
Route 9 - East Corridor,8,6,1,29.3,0,0,28,41,100,SYNTHETIC,35.6,1,0.41,Sunday
Route 9 - East Corridor,20,3,0,27.1,1,0,66,29,100,SYNTHETIC,35.6,0,0.29,Thursday
Route 8 - Beach/Leisure,7,0,0,3.9,0,0,14,22,100,SYNTHETIC,27.1,1,0.22,Monday
Route 10 - West Ring,1,0,0,25.7,1,0,0,0,100,SYNTHETIC,26.9,0,0.0,Monday
Route 6 - Industrial Park,19,2,0,24.8,0,0,88,74,100,SYNTHETIC,45.9,1,0.74,Wednesday
Route 2 - Airport Link,17,2,0,14.2,1,0,34,56,100,SYNTHETIC,38.4,1,0.56,Wednesday
Route 5 - South Connector,11,0,0,13.3,0,0,23,18,100,SYNTHETIC,24.6,0,0.18,Monday
Route 4 - North Suburbs,16,3,0,7.3,0,0,20,27,100,SYNTHETIC,30.0,0,0.27,Thursday
Route 9 - East Corridor,9,3,0,17.3,0,0,75,41,100,SYNTHETIC,35.6,1,0.41,Thursday
Route 8 - Beach/Leisure,8,1,0,18.6,0,0,24,29,100,SYNTHETIC,27.1,1,0.29,Tuesday
Route 5 - South Connector,13,1,0,26.4,0,0,16,21,100,SYNTHETIC,24.6,0,0.21,Tuesday
Route 4 - North Suburbs,11,4,0,22.2,0,0,14,23,100,SYNTHETIC,30.0,0,0.23,Friday
Route 2 - Airport Link,16,6,1,11.5,0,0,22,29,100,SYNTHETIC,38.4,0,0.29,Sunday
Route 1 - City Centre Express,9,6,1,21.9,0,0,77,46,100,SYNTHETIC,55.2,1,0.46,Sunday
Route 4 - North Suburbs,17,3,0,18.0,0,0,27,59,100,SYNTHETIC,30.0,1,0.59,Thursday
Route 3 - University Shuttle,18,0,0,12.5,1,0,90,85,100,SYNTHETIC,37.7,1,0.85,Monday
Route 3 - University Shuttle,8,6,1,7.3,1,0,11,19,100,SYNTHETIC,37.7,1,0.19,Sunday
Route 10 - West Ring,6,6,1,25.0,1,0,0,12,100,SYNTHETIC,26.9,0,0.12,Sunday
Route 7 - Hospital Line,13,1,0,23.6,0,0,30,26,100,SYNTHETIC,37.7,0,0.26,Tuesday
Route 6 - Industrial Park,18,2,0,24.5,0,0,80,85,100,SYNTHETIC,45.9,1,0.85,Wednesday
Route 2 - Airport Link,17,0,0,14.2,1,0,36,65,100,SYNTHETIC,38.4,1,0.65,Monday
Route 9 - East Corridor,17,5,1,21.4,0,0,12,32,100,SYNTHETIC,35.6,1,0.32,Saturday
Route 7 - Hospital Line,12,5,1,9.0,0,0,19,16,100,SYNTHETIC,37.7,0,0.16,Saturday
Route 6 - Industrial Park,9,0,0,12.1,0,0,101,60,100,SYNTHETIC,45.9,1,0.6,Monday
Route 5 - South Connector,15,4,0,20.3,0,0,18,19,100,SYNTHETIC,24.6,0,0.19,Friday
Route 6 - Industrial Park,8,2,0,22.1,0,1,139,149,100,SYNTHETIC,45.9,1,1.49,Wednesday
Route 9 - East Corridor,17,3,0,7.0,1,0,29,56,100,SYNTHETIC,35.6,1,0.56,Thursday
Route 8 - Beach/Leisure,8,1,0,11.5,0,1,37,40,100,SYNTHETIC,27.1,1,0.4,Tuesday
Route 5 - South Connector,10,5,1,17.1,1,0,17,9,100,SYNTHETIC,24.6,0,0.09,Saturday
Route 7 - Hospital Line,14,2,0,27.7,1,0,29,25,100,SYNTHETIC,37.7,0,0.25,Wednesday
Route 10 - West Ring,14,5,1,13.5,0,1,8,14,100,SYNTHETIC,26.9,0,0.14,Saturday
Route 4 - North Suburbs,16,1,0,21.1,0,0,19,21,100,SYNTHETIC,30.0,0,0.21,Tuesday
Route 10 - West Ring,13,4,0,22.0,0,0,28,16,100,SYNTHETIC,26.9,0,0.16,Friday
Route 7 - Hospital Line,20,2,0,18.0,1,0,58,26,100,SYNTHETIC,37.7,0,0.26,Wednesday
Route 2 - Airport Link,19,6,1,22.1,0,0,56,48,100,SYNTHETIC,38.4,1,0.48,Sunday
Route 10 - West Ring,19,3,0,9.2,0,0,42,46,100,SYNTHETIC,26.9,1,0.46,Thursday
Route 7 - Hospital Line,16,5,1,14.8,0,0,14,22,100,SYNTHETIC,37.7,0,0.22,Saturday
Route 4 - North Suburbs,16,0,0,31.5,0,0,20,26,100,SYNTHETIC,30.0,0,0.26,Monday
Route 3 - University Shuttle,16,4,0,32.0,0,0,23,22,100,SYNTHETIC,37.7,0,0.22,Friday
Route 10 - West Ring,13,0,0,26.7,0,0,26,22,100,SYNTHETIC,26.9,0,0.22,Monday
Route 9 - East Corridor,11,2,0,28.8,0,0,24,24,100,SYNTHETIC,35.6,0,0.24,Wednesday
Route 1 - City Centre Express,16,1,0,5.4,0,0,32,40,100,SYNTHETIC,55.2,0,0.4,Tuesday
Route 7 - Hospital Line,6,0,0,12.4,0,0,3,8,100,SYNTHETIC,37.7,0,0.08,Monday
Route 2 - Airport Link,2,4,0,17.5,0,0,4,7,100,SYNTHETIC,38.4,0,0.07,Friday
Route 3 - University Shuttle,19,1,0,39.3,0,0,66,70,100,SYNTHETIC,37.7,1,0.7,Tuesday
Route 6 - Industrial Park,7,3,0,17.5,1,0,11,95,100,SYNTHETIC,45.9,1,0.95,Thursday
Route 3 - University Shuttle,14,5,1,26.0,0,0,7,7,100,SYNTHETIC,37.7,0,0.07,Saturday
Route 6 - Industrial Park,16,1,0,23.0,0,0,30,38,100,SYNTHETIC,45.9,0,0.38,Tuesday
Route 5 - South Connector,8,4,0,22.8,0,0,33,49,100,SYNTHETIC,24.6,1,0.49,Friday
Route 6 - Industrial Park,20,2,0,19.8,1,0,66,28,100,SYNTHETIC,45.9,0,0.28,Wednesday
