_id,BUSINESS DATE,STATION,00:00 Hrs To     01:00 Hrs,01:00 Hrs To     02:00 Hrs,02:00 Hrs To     03:00 Hrs,03:00 Hrs To     04:00 Hrs,04:00 Hrs To     05:00 Hrs,05:00 Hrs To     06:00 Hrs,06:00 Hrs To     07:00 Hrs,07:00 Hrs To     08:00 Hrs,08:00 Hrs To     09:00 Hrs,09:00 Hrs To     10:00 Hrs,10:00 Hrs To     11:00 Hrs,11:00 Hrs To     12:00 Hrs,12:00 Hrs To     13:00 Hrs,13:00 Hrs To     14:00 Hrs,14:00 Hrs To     15:00 Hrs,15:00 Hrs To     16:00 Hrs,16:00 Hrs To     17:00 Hrs,17:00 Hrs To     18:00 Hrs,18:00 Hrs To     19:00 Hrs,19:00 Hrs To     20:00 Hrs,20:00 Hrs To     21:00 Hrs,21:00 Hrs To     22:00 Hrs,22:00 Hrs To     23:00 Hrs,23:00 Hrs To Last train,TOTAL
552,2025-08-09,12-SV Road,0,0,0,0,15,73,98,236,392,410,361,365,423,465,435,544,493,505,459,335,223,221,149,20,6222
553,2025-08-09,13-Indiranagar,0,0,0,0,9,73,171,393,647,749,799,981,1126,1189,1377,1377,1614,1790,1849,1565,1156,853,591,137,18446
554,2025-08-09,14-Halasuru,0,0,0,0,8,60,126,339,564,652,576,543,620,579,481,439,545,434,485,481,429,230,126,17,7734
555,2025-08-09,15-Trinity,0,0,0,0,0,9,61,117,142,145,180,233,299,388,427,406,530,658,749,471,383,288,231,33,5750
556,2025-08-09,16-MG Road,0,0,0,0,2,22,55,100,214,316,298,593,899,1083,1035,1339,1744,2057,2351,2351,2063,1504,1330,398,19754
557,2025-08-09,17-Cubbon Park,0,0,0,0,4,18,51,119,240,252,293,332,534,938,891,781,996,1271,1300,746,495,307,177,33,9778
558,2025-08-09,18-Vidhana Soudha,0,0,0,0,0,15,43,88,147,122,164,198,315,451,503,423,581,713,646,293,203,149,54,8,5116
559,2025-08-09,19-Sir.M. Visveshwaraya,0,0,0,0,0,15,30,87,88,137,166,192,225,429,412,396,398,542,473,534,471,248,62,5,4910
560,2025-08-09,110-Kempegowda,0,0,0,0,208,558,1002,1398,1493,1829,1833,1946,2157,2114,2043,1921,2087,2363,2242,2200,1914,1666,1195,218,32387
561,2025-08-09,111-Bangalore City Station,0,0,0,0,60,238,625,646,719,750,719,442,501,471,523,385,495,800,597,619,539,721,345,101,10296
562,2025-08-09,112-Magadi Road,0,0,0,0,7,66,141,302,559,717,598,426,376,444,324,320,404,380,296,378,240,231,214,50,6473
563,2025-08-09,113-Hosahalli,0,0,0,0,0,69,134,356,544,590,608,445,503,449,402,401,423,536,459,334,293,302,163,34,7045
564,2025-08-09,114-Vijayanagar,0,0,0,0,6,89,168,386,661,724,618,634,596,666,635,585,570,631,554,474,444,308,155,18,8922
565,2025-08-09,115-Attiguppe,0,0,0,0,8,71,112,277,351,490,432,456,495,502,441,628,420,454,390,357,270,223,101,16,6494
566,2025-08-09,116-Deepanjali Nagar,0,0,0,0,21,72,82,179,264,297,304,268,319,341,225,159,229,227,267,208,217,182,84,19,3964
567,2025-08-09,117-Mysuru Road,0,0,0,0,2,31,71,185,250,339,306,282,273,269,256,256,257,269,252,249,180,146,82,12,3967
568,2025-08-09,118-Nayandahalli,0,0,0,0,0,14,28,65,128,101,123,103,147,147,119,136,174,334,175,158,177,79,65,7,2280
569,2025-08-09,119-Rajarajeshwari Nagar,0,0,0,0,0,27,71,148,242,253,273,317,341,345,320,334,375,428,389,320,313,211,139,17,4863
570,2025-08-09,120-Jnanabharathi,0,0,0,0,0,14,85,153,196,241,222,263,217,198,230,198,217,204,182,147,149,111,51,3,3081
571,2025-08-09,121-Pattangere,0,0,0,0,4,31,73,122,185,259,281,333,341,325,267,257,354,294,279,178,152,112,63,5,3915
572,2025-08-09,122-Kengeri Bus Terminal,0,0,0,0,10,61,128,236,343,394,452,486,517,433,359,457,446,493,410,415,293,262,117,10,6322
573,2025-08-09,123-Kengeri,0,0,0,0,4,18,62,144,232,271,292,297,325,299,316,259,305,329,338,389,225,214,87,10,4416
574,2025-08-09,124-Challaghatta,0,0,0,0,6,32,81,182,281,310,314,519,487,595,483,492,555,644,578,433,340,125,62,0,6519
575,2025-08-09,125-Benniganahalli,0,0,0,0,26,198,415,1045,1613,1691,1691,1830,1643,1620,1063,1699,1697,1662,1517,1550,1476,993,428,33,23890
576,2025-08-09,126-Krishnarajapura,0,0,0,0,32,185,302,686,965,1114,1099,1412,1238,1151,1042,1097,1241,966,870,925,706,494,222,13,15760
577,2025-08-09,127-Singayyanapalya,1,0,0,0,0,58,92,190,313,420,360,371,411,412,461,470,632,737,855,763,1053,679,888,65,9231
578,2025-08-09,128-Garudacharpalya,0,0,0,0,10,38,123,234,282,370,293,288,294,332,307,351,397,356,600,467,279,275,163,11,5470
579,2025-08-09,129-Hoodi,0,0,0,0,0,56,121,179,303,306,417,474,454,525,462,468,483,667,573,446,395,265,109,15,6718
580,2025-08-09,130-Seetharampalya,0,0,0,0,2,69,122,150,247,253,334,437,461,486,439,473,516,571,581,349,269,212,136,14,6121
581,2025-08-09,131-Kundalahalli,0,0,0,0,2,49,112,139,163,225,292,431,494,417,417,477,458,600,494,326,220,134,49,5,5504
582,2025-08-09,132-Nallur Halli,0,0,0,0,0,31,62,120,181,195,263,366,359,571,548,567,531,603,570,452,284,151,86,8,5948
583,2025-08-09,133-Sri Sathya Sai Hospital,0,0,0,0,1,15,42,36,74,95,101,103,166,231,190,212,215,268,236,133,140,83,43,10,2394
584,2025-08-09,134-Pattandur Agrahara,4,0,0,0,7,30,52,100,135,108,194,228,266,308,305,359,363,458,414,264,220,172,123,11,4121
585,2025-08-09,135-Kadugodi Tree Park,1,0,0,0,12,81,228,407,580,611,693,708,850,780,811,840,737,877,594,526,478,332,104,5,10255
586,2025-08-09,136-Hopefarm Channasandra,0,0,0,0,2,6,33,66,134,115,160,164,175,187,235,173,199,240,170,123,85,51,27,0,2345
587,2025-08-09,137-Whitefield (Kadugodi),0,0,0,0,5,76,201,511,649,618,524,547,426,476,632,486,456,569,398,453,291,231,77,0,7626
588,2025-08-09,21-Nagasandra,0,0,0,0,3,54,136,387,651,621,601,628,608,747,789,777,649,711,1153,969,791,470,277,11,11033
589,2025-08-09,22-Dasarahalli,0,0,0,0,0,130,232,518,862,949,867,775,853,707,643,665,551,666,828,815,574,369,119,9,11132
590,2025-08-09,23-Jalahalli,0,0,0,0,0,53,157,302,445,544,550,541,620,577,483,486,458,505,685,666,449,258,150,15,7944
591,2025-08-09,24-Peenya Industry,0,0,0,0,0,11,29,58,116,101,106,121,104,99,126,78,116,168,182,144,96,43,26,3,1727
592,2025-08-09,25-Peenya,0,0,0,0,0,21,43,116,183,204,182,226,227,217,197,228,225,217,326,225,196,129,64,1,3227
593,2025-08-09,26-Yeshwanthpur Industry,0,0,0,0,4,53,135,261,358,412,379,418,421,446,438,434,343,484,829,603,413,291,179,27,6928
594,2025-08-09,27-Yeshwanthpur,0,0,0,0,112,455,532,1048,1020,828,1061,623,588,713,529,551,287,890,903,811,1168,830,254,100,13303
595,2025-08-09,28-Sandal Soap Factory,0,0,0,0,7,28,84,192,272,319,393,426,528,792,998,1108,983,1039,1341,1202,995,754,556,62,12079
596,2025-08-09,29-Mahalakshmi,0,0,0,0,2,43,123,260,495,573,582,589,688,861,937,819,734,765,1053,963,694,388,136,21,10726
597,2025-08-09,210-Rajajinagar,0,0,0,0,2,48,135,321,583,673,650,665,713,660,612,662,772,609,791,672,544,258,217,32,9619
598,2025-08-09,211-Kuvempu Road,0,0,0,0,3,45,83,197,326,481,417,316,331,315,294,315,282,217,358,306,244,130,76,10,4746
599,2025-08-09,212-Srirampura,0,0,0,0,2,32,88,216,357,470,423,334,326,367,342,321,387,316,366,357,234,182,80,6,5206
600,2025-08-09,213-Mantri Square Sampige Road,0,0,0,0,7,51,89,251,461,615,577,593,892,1025,1319,1142,1498,1599,1604,1791,1365,1007,632,62,16580
601,2025-08-09,215-Chickpete,0,0,0,0,0,13,36,151,170,235,317,339,622,939,1369,1514,1848,2179,1919,1695,1386,537,81,16,15366
602,2025-08-09,216-KR Market,0,0,0,0,2,54,131,180,333,356,330,425,490,686,604,588,601,650,721,605,562,303,141,35,7797
603,2025-08-09,217-National College,0,0,0,0,3,28,90,206,366,487,589,605,695,863,836,747,776,841,824,742,634,353,136,20,9841
604,2025-08-09,218-Lalbagh,0,0,0,0,2,9,40,91,196,224,221,371,492,724,1042,1101,1249,1664,1507,721,353,204,102,9,10322
605,2025-08-09,219-South End Circle,0,0,0,0,4,25,52,113,211,197,252,311,359,647,582,474,516,590,590,600,529,296,108,14,6470
606,2025-08-09,220-Jayanagar,0,0,0,0,5,34,97,182,370,404,500,624,828,1017,1096,1197,1269,1295,1387,1194,987,560,313,21,13380
607,2025-08-09,221-RV Road,0,0,0,0,2,32,67,158,286,324,336,408,429,638,519,591,604,590,678,520,451,286,166,15,7100
608,2025-08-09,222-Banashankarl,0,0,0,0,0,88,188,407,646,815,891,947,1090,1037,1105,948,994,1062,1073,861,670,470,239,30,13561
609,2025-08-09,223-JP Nagar,0,0,0,0,0,67,97,358,551,698,641,602,654,703,592,607,690,678,740,590,525,393,246,32,9464
610,2025-08-09,224-Puttenahalli,0,0,0,0,2,81,103,363,593,693,569,580,610,550,525,513,533,671,623,464,416,279,139,8,8315
611,2025-08-09,225-Konanakunte Cross,0,0,0,0,10,79,174,389,595,808,705,744,789,847,834,879,1035,1121,1296,1213,991,977,1067,62,14615
612,2025-08-09,226-Doddakallasandra,0,0,0,0,5,26,48,147,234,271,245,323,304,321,280,312,319,366,392,323,217,182,67,0,4382
613,2025-08-09,227-Vajarahalli,0,0,0,0,7,37,67,235,286,328,289,323,370,332,331,380,390,412,378,317,247,123,81,8,4941
614,2025-08-09,228-Thalghattapura,0,0,0,0,3,18,39,133,183,188,203,183,168,178,143,156,157,187,225,191,99,78,41,3,2576
615,2025-08-09,229-Silk Institute,0,0,0,0,6,33,93,220,353,434,467,469,434,474,463,464,608,632,597,551,287,149,80,5,6819
616,2025-08-09,230-Manjunatha Nagar,0,0,0,0,1,17,21,72,104,112,69,88,80,51,67,62,74,52,181,130,52,55,9,0,1297
617,2025-08-09,231-Chikkabidarakallu,0,0,0,0,2,18,90,189,307,285,276,262,308,270,226,240,255,142,404,231,176,117,69,0,3867
618,2025-08-09,232-Madavara,0,0,0,0,1,32,129,249,488,525,506,543,481,434,363,375,435,349,548,549,375,183,127,0,6692
619,2025-08-09,31-Ragigudda,0,0,0,0,0,0,0,2,0,17,0,29,1,0,1,35,10,0,0,0,0,0,0,0,95
620,2025-08-09,32-Jayadeva Hospital,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
621,2025-08-09,312-Infosys Foundation Konappana Agrahara,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
622,2025-08-09,313-Huskur Road,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11
623,2025-08-10,11-Baiyappanahalli,0,0,0,0,0,0,80,338,574,614,584,813,746,589,351,410,565,560,546,815,348,321,205,13,8472
624,2025-08-10,12-SV Road,0,0,0,0,0,0,42,221,244,221,371,476,383,441,293,345,336,364,283,263,203,201,95,7,4789
625,2025-08-10,13-Indiranagar,0,0,0,0,0,0,65,252,370,504,643,842,902,996,909,1036,1139,1126,1192,1105,925,774,565,88,13433
626,2025-08-10,14-Halasuru,0,0,0,0,0,0,38,177,208,307,386,462,559,492,281,317,324,416,390,303,289,168,99,16,5232
627,2025-08-10,15-Trinity,0,0,0,0,0,0,11,79,79,96,162,209,217,236,282,304,327,405,303,287,296,181,196,24,3694
628,2025-08-10,16-MG Road,0,0,0,0,0,0,13,76,110,175,287,290,522,756,1121,1209,1358,1712,1654,1843,1882,1621,1147,378,16154
629,2025-08-10,17-Cubbon Park,0,0,0,0,0,0,5,93,121,168,260,363,576,719,749,850,691,776,766,403,300,294,147,30,7311
630,2025-08-10,18-Vidhana Soudha,0,0,0,0,0,0,4,69,117,170,145,302,346,445,551,413,332,476,551,324,149,126,71,7,4598
631,2025-08-10,19-Sir.M. Visveshwaraya,0,0,0,0,0,1,17,29,76,97,138,275,268,219,223,324,312,354,230,211,177,78,52,9,3090
632,2025-08-10,110-Kempegowda,0,0,0,0,0,0,657,1649,1592,1830,2260,3194,4365,3103,2319,2575,2748,2919,2842,2721,1888,1725,1400,479,40266
633,2025-08-10,111-Bangalore City Station,0,0,0,0,0,0,111,728,264,399,467,633,1270,780,607,479,674,726,1472,1124,566,1189,692,91,12272
634,2025-08-10,112-Magadi Road,0,0,0,0,0,0,60,154,215,656,414,504,403,413,255,286,437,339,307,269,221,159,131,15,5238
635,2025-08-10,113-Hosahalli,0,0,0,0,0,0,34,170,218,315,445,395,493,415,257,278,383,363,317,270,229,258,130,18,4988
636,2025-08-10,114-Vijayanagar,0,0,0,0,0,0,30,167,257,423,454,563,631,645,396,441,643,524,538,407,377,314,143,23,6976
637,2025-08-10,115-Attiguppe,0,0,0,0,0,0,22,133,171,413,382,386,392,393,231,309,404,387,324,279,241,198,120,18,4803
638,2025-08-10,116-Deepanjali Nagar,0,0,0,0,0,0,61,120,129,297,275,278,262,293,160,165,261,238,222,220,200,149,115,25,3470
639,2025-08-10,117-Mysuru Road,0,0,0,0,0,0,20,76,137,160,204,253,271,241,209,193,287,283,234,151,156,105,101,5,3086
640,2025-08-10,118-Nayandahalli,0,0,0,0,0,0,8,49,62,138,84,176,151,226,101,150,153,188,231,190,171,112,69,19,2278
641,2025-08-10,119-Rajarajeshwari Nagar,0,0,0,0,0,0,9,87,117,159,245,328,329,390,317,265,354,395,370,337,350,194,185,12,4443
642,2025-08-10,120-Jnanabharathi,0,0,0,0,0,0,3,93,115,185,215,194,277,230,152,171,201,265,164,183,109,81,111,3,2752
643,2025-08-10,121-Pattangere,0,0,0,0,0,0,5,62,84,123,165,219,217,190,164,141,181,183,198,176,114,67,47,1,2337
644,2025-08-10,122-Kengeri Bus Terminal,0,0,0,0,0,0,56,184,230,982,492,800,518,513,431,415,543,577,525,435,451,424,238,17,7831
645,2025-08-10,123-Kengeri,0,0,0,0,0,0,28,87,131,269,268,358,279,309,271,370,548,556,533,544,482,455,208,2,5698
646,2025-08-10,124-Challaghatta,0,0,0,0,0,0,22,165,193,382,491,601,532,466,374,340,419,690,584,460,455,151,58,0,6383
647,2025-08-10,125-Benniganahalli,0,0,0,0,0,0,201,637,874,1208,1611,1836,1830,1434,1076,1120,1574,1391,1885,1454,1045,766,385,79,20406
648,2025-08-10,126-Krishnarajapura,0,0,0,0,0,0,141,370,533,832,850,1134,1399,800,682,713,838,878,784,714,690,715,453,41,12567
649,2025-08-10,127-Singayyanapalya,0,0,0,0,0,0,28,153,185,306,294,360,338,294,251,375,526,670,655,706,642,443,422,25,6673
650,2025-08-10,128-Garudacharpalya,8,0,0,0,0,0,46,142,208,194,226,297,280,184,191,280,295,338,305,287,233,244,110,10,3878
651,2025-08-10,129-Hoodi,0,0,0,0,0,0,34,116,166,270,325,482,475,276,287,382,433,432,483,425,322,256,124,1,5289
652,2025-08-10,130-Seetharampalya,2,0,0,0,0,0,25,101,180,188,294,309,354,272,284,289,396,355,401,278,216,159,94,6,4203
653,2025-08-10,131-Kundalahalli,0,0,0,0,0,0,25,80,125,140,226,291,338,276,300,230,296,299,319,253,129,95,71,3,3496
654,2025-08-10,132-Nallur Halli,0,0,0,0,0,0,23,78,121,133,202,290,260,228,325,224,315,385,309,285,175,98,51,18,3520
655,2025-08-10,133-Sri Sathya Sai Hospital,1,0,0,0,0,0,12,32,42,123,46,80,76,87,117,134,96,129,114,75,61,70,26,6,1327
656,2025-08-10,134-Pattandur Agrahara,0,0,0,0,0,0,4,53,86,115,110,177,164,132,134,169,213,261,240,267,204,165,72,11,2577
657,2025-08-10,135-Kadugodi Tree Park,2,0,0,0,0,0,59,220,281,437,547,825,716,580,555,556,618,617,525,429,370,224,111,3,7675
658,2025-08-10,136-Hopefarm Channasandra,0,0,0,0,0,0,9,66,48,95,104,130,127,117,144,148,124,143,142,82,87,52,27,0,1645
659,2025-08-10,137-Whitefield (Kadugodi),0,0,0,0,0,0,45,244,299,380,487,537,635,441,404,309,489,528,443,368,238,207,105,0,6159
660,2025-08-10,21-Nagasandra,0,0,0,0,0,0,32,231,268,342,588,621,776,625,606,762,835,907,935,786,696,620,312,2,9944
661,2025-08-10,22-Dasarahalli,0,0,0,0,0,0,1,471,379,598,764,878,1092,667,570,646,651,654,599,591,429,417,224,8,9639
662,2025-08-10,23-Jalahalli,0,0,0,0,0,0,0,276,251,425,651,799,715,601,417,538,569,632,496,419,316,286,149,9,7549
663,2025-08-10,24-Peenya Industry,0,0,0,0,0,0,12,20,39,56,120,92,110,54,73,120,85,83,79,48,44,43,17,2,1097
664,2025-08-10,25-Peenya,0,0,0,0,0,0,13,72,82,117,156,215,247,170,132,167,215,194,172,138,122,88,69,0,2369
665,2025-08-10,26-Yeshwanthpur Industry,0,0,0,0,0,0,36,183,262,291,414,633,577,482,329,437,430,491,508,474,363,427,346,22,6705
666,2025-08-10,27-Yeshwanthpur,0,0,0,0,0,0,182,1695,531,829,627,543,1188,1189,661,864,618,728,922,645,1723,1730,632,58,15365
667,2025-08-10,28-Sandal Soap Factory,0,0,0,0,0,0,25,130,176,232,360,434,648,795,676,1018,1130,1098,1131,1275,836,692,584,58,11298
668,2025-08-10,29-Mahalakshmi,0,0,0,0,0,0,8,168,258,337,395,687,897,822,714,1079,800,741,620,636,409,276,125,13,8985
669,2025-08-10,210-Rajajinagar,0,0,0,0,0,0,45,151,287,401,522,573,608,615,432,491,625,566,474,420,336,257,172,17,6992
670,2025-08-10,211-Kuvempu Road,0,0,0,0,0,0,16,120,168,217,280,319,341,282,223,245,285,266,257,193,142,118,70,6,3548
671,2025-08-10,212-Srirampura,0,0,0,0,0,0,21,92,181,240,335,369,343,340,187,244,306,288,273,264,192,156,50,2,3883
672,2025-08-10,213-Mantri Square Sampige Road,0,0,0,0,0,0,34,153,263,382,695,1126,987,946,1138,1270,1484,1657,1500,1535,1244,987,693,54,16148
673,2025-08-10,215-Chickpete,0,0,0,0,0,0,6,185,455,672,842,1188,1732,2051,2386,2592,1751,1966,1848,1059,531,173,49,4,19490
674,2025-08-10,216-KR Market,0,0,0,0,0,0,38,223,289,268,267,370,580,556,488,623,470,551,476,402,360,227,141,20,6349
675,2025-08-10,217-National College,0,0,0,0,0,0,16,110,221,277,585,709,763,635,506,658,580,532,576,488,362,287,139,8,7452
676,2025-08-10,218-Lalbagh,0,0,0,0,0,0,15,87,103,128,0,0,629,615,691,1575,1087,981,754,507,226,124,67,9,7598
677,2025-08-10,219-South End Circle,0,0,0,0,0,0,7,79,133,103,0,0,294,477,292,342,375,462,618,285,231,178,92,8,3976
678,2025-08-10,220-Jayanagar,0,0,0,0,0,0,35,152,220,257,0,0,608,662,645,778,849,966,830,785,625,528,316,14,8270
679,2025-08-10,221-RV Road,0,0,0,0,0,0,14,85,124,106,0,0,274,301,303,279,395,419,476,343,251,266,110,17,3763
680,2025-08-10,222-Banashankarl,0,0,0,0,0,0,53,324,370,533,786,994,1143,1018,683,518,892,864,911,595,455,366,210,28,10743
681,2025-08-10,223-JP Nagar,0,0,0,0,0,0,42,204,242,366,454,570,679,568,482,445,568,587,580,454,410,289,148,17,7105
682,2025-08-10,224-Puttenahalli,0,0,0,0,0,0,58,224,266,399,427,591,508,549,425,405,435,526,428,391,286,216,111,12,6257
683,2025-08-10,225-Konanakunte Cross,0,0,0,0,0,0,69,277,361,502,614,810,726,707,804,748,986,1091,926,977,858,627,587,62,11732
684,2025-08-10,226-Doddakallasandra,0,0,0,0,0,0,21,119,176,163,219,278,279,238,267,280,295,300,218,219,155,153,46,4,3430
685,2025-08-10,227-Vajarahalli,0,0,0,0,0,0,12,146,197,195,285,325,267,247,236,224,306,351,283,215,207,171,60,5,3732
686,2025-08-10,228-Thalghattapura,0,0,0,0,0,0,21,70,106,140,170,195,213,169,155,170,202,166,171,178,119,36,31,2,2314
687,2025-08-10,229-Silk Institute,0,0,0,0,0,0,51,172,229,384,526,474,529,399,400,430,530,487,481,402,246,127,45,0,5912
688,2025-08-10,230-Manjunatha Nagar,0,0,0,0,0,0,7,25,32,77,90,89,115,62,56,87,76,64,60,53,68,49,29,1,1040
689,2025-08-10,231-Chikkabidarakallu,0,0,0,0,0,0,12,87,144,171,196,269,302,218,207,258,253,257,181,171,133,99,38,0,2996
690,2025-08-10,232-Madavara,0,0,0,0,0,0,59,172,229,401,588,689,620,517,497,460,517,600,496,494,561,386,201,0,7487
691,2025-08-10,31-Ragigudda,0,0,0,0,0,0,0,1,0,15,10,0,1,0,1,0,0,0,0,0,0,0,0,0,28
692,2025-08-11,11-Baiyappanahalli,0,0,0,0,39,111,366,866,2313,3077,1777,810,570,477,370,444,639,801,1108,980,445,295,112,24,15624
693,2025-08-11,12-SV Road,0,0,0,0,10,98,187,395,794,898,721,442,376,346,355,520,993,1270,1285,890,446,188,104,26,10344
694,2025-08-11,13-Indiranagar,1,0,0,0,12,56,235,695,1404,2132,1512,918,792,914,1022,1129,1605,2406,3698,3109,1737,856,380,40,24653
695,2025-08-11,14-Halasuru,0,0,0,0,3,55,215,549,1133,1579,963,588,383,389,513,380,410,584,747,661,413,253,130,11,9959
696,2025-08-11,15-Trinity,0,0,0,0,1,13,71,156,328,357,319,283,322,429,416,513,785,2042,3953,3062,1178,413,204,32,14877
697,2025-08-11,16-MG Road,0,0,0,0,11,18,57,196,412,408,379,748,1061,786,905,1273,2146,2403,3749,3225,1923,979,600,123,21402
698,2025-08-11,17-Cubbon Park,0,0,0,0,4,21,82,234,474,525,427,442,591,809,699,719,1057,2300,3305,2159,973,414,198,29,15462
699,2025-08-11,18-Vidhana Soudha,0,0,0,0,3,11,59,146,274,314,457,437,564,971,831,992,1161,2736,2786,1767,685,295,66,8,14563
700,2025-08-11,19-Sir.M. Visveshwaraya,0,0,0,0,1,8,42,148,256,353,474,837,1191,1113,1001,1202,1527,2238,2565,1279,819,347,93,9,15503
701,2025-08-11,110-Kempegowda,0,0,0,16,756,1185,2050,2582,2435,3345,2239,2274,2109,2098,1818,1584,1912,2493,2821,2703,2285,1711,1054,225,39695
702,2025-08-11,111-Bangalore City Station,0,0,0,7,205,561,1178,1730,1590,2551,1302,966,804,382,723,350,478,540,876,698,457,728,248,28,16402
703,2025-08-11,112-Magadi Road,0,0,0,0,9,83,227,560,1174,1542,1260,513,393,347,292,235,288,342,375,360,240,161,69,17,8487
704,2025-08-11,113-Hosahalli,0,0,0,0,7,61,236,782,1739,2290,1539,780,498,436,408,317,350,448,474,441,286,159,64,13,11328
705,2025-08-11,114-Vijayanagar,0,0,0,0,18,120,294,850,1897,2495,1619,805,632,546,489,404,430,493,473,482,377,247,117,19,12807
706,2025-08-11,115-Attiguppe,0,0,0,0,5,85,232,640,1634,1901,1209,601,379,349,313,302,304,303,314,334,217,162,88,4,9376
707,2025-08-11,116-Deepanjali Nagar,0,0,0,0,74,148,182,357,702,831,542,301,205,204,147,137,177,164,238,218,167,105,81,6,4986
708,2025-08-11,117-Mysuru Road,0,0,0,0,5,35,162,535,1354,1566,810,398,268,258,262,332,322,330,236,240,167,83,57,7,7427
709,2025-08-11,118-Nayandahalli,0,0,0,0,0,22,50,126,296,322,196,134,119,132,85,87,112,123,159,162,91,74,58,11,2359
710,2025-08-11,119-Rajarajeshwari Nagar,0,0,0,0,4,48,155,450,918,1100,696,343,299,268,323,252,258,304,314,290,187,91,88,10,6398
711,2025-08-11,120-Jnanabharathi,0,0,0,0,4,38,143,384,784,919,504,349,315,205,158,197,194,214,151,144,89,100,37,6,4935
712,2025-08-11,121-Pattangere,0,0,0,0,8,37,105,283,649,750,360,289,425,574,402,497,865,721,572,227,152,85,58,3,7062
713,2025-08-11,122-Kengeri Bus Terminal,0,0,0,0,14,115,273,779,1118,1111,687,602,441,393,374,356,334,366,343,357,284,172,74,12,8205
714,2025-08-11,123-Kengeri,0,0,0,0,13,74,301,841,1207,1318,773,460,322,294,249,245,341,250,388,305,190,147,75,4,7797
715,2025-08-11,124-Challaghatta,0,0,0,0,15,36,152,373,746,724,429,359,266,378,315,428,533,469,508,392,200,121,50,6,6500
716,2025-08-11,125-Benniganahalli,0,0,0,0,134,370,900,2019,3333,3956,3395,2127,1562,1379,1075,959,1191,1467,2043,1688,959,851,346,40,29794
717,2025-08-11,126-Krishnarajapura,2,0,0,0,123,336,513,1293,1955,2817,2000,1390,1362,959,622,791,1289,1330,1472,1336,824,694,219,77,21404
718,2025-08-11,127-Singayyanapalya,1,0,0,0,3,33,104,255,691,906,620,356,280,260,256,404,674,715,977,819,435,332,236,16,8373
719,2025-08-11,128-Garudacharpalya,0,0,0,0,10,51,134,259,510,559,424,268,223,254,289,414,664,1251,1462,966,447,231,133,5,8554
720,2025-08-11,129-Hoodi,0,0,0,0,3,36,140,363,700,902,598,349,258,228,258,238,373,539,962,662,426,206,98,4,7343
721,2025-08-11,130-Seetharampalya,0,0,0,0,8,21,110,245,476,597,365,267,255,256,376,548,1194,1537,1621,1126,526,344,176,8,10056
722,2025-08-11,131-Kundalahalli,0,0,0,0,0,12,67,147,239,344,285,193,192,295,411,682,1348,1509,1484,1038,480,293,117,5,9141
723,2025-08-11,132-Nallur Halli,0,0,0,0,1,19,70,163,314,375,376,241,246,384,360,570,1251,1372,1532,1175,590,301,93,17,9450
724,2025-08-11,133-Sri Sathya Sai Hospital,1,0,0,0,3,13,22,37,122,168,232,375,385,421,470,665,1439,1877,2254,1520,829,315,130,23,11301
725,2025-08-11,134-Pattandur Agrahara,6,0,0,0,2,13,38,93,219,235,258,354,392,541,655,947,1583,2276,2406,1714,916,604,283,26,13561
726,2025-08-11,135-Kadugodi Tree Park,1,0,0,0,6,57,211,506,1737,2238,1902,1040,524,573,460,385,449,564,585,493,360,226,101,2,12420
727,2025-08-11,136-Hopefarm Channasandra,0,0,0,0,0,19,55,149,449,688,327,176,92,104,76,112,111,117,165,146,90,51,9,0,2936
728,2025-08-11,137-Whitefield (Kadugodi),0,0,0,0,12,172,347,914,1656,1844,1187,878,457,357,366,231,342,392,349,447,197,139,37,0,10324
729,2025-08-11,21-Nagasandra,0,0,0,0,14,70,290,877,1896,2339,1063,702,553,469,358,387,688,643,670,514,350,245,113,3,12244
730,2025-08-11,22-Dasarahalli,0,0,0,0,21,178,391,1008,1955,2298,1311,892,626,552,477,415,483,496,512,490,351,222,97,12,12787
731,2025-08-11,23-Jalahalli,0,0,0,0,19,100,267,596,1045,1241,897,634,503,361,353,345,469,546,758,553,328,211,96,9,9331
732,2025-08-11,24-Peenya Industry,0,0,0,0,1,14,51,169,344,357,219,135,105,77,105,84,108,240,363,191,71,31,30,3,2698
733,2025-08-11,25-Peenya,0,0,0,0,1,33,91,280,632,791,573,311,261,163,163,205,170,323,488,326,139,68,32,2,5052
734,2025-08-11,26-Yeshwanthpur Industry,0,0,0,0,30,125,284,591,975,940,692,533,498,388,443,403,462,613,994,847,447,206,112,20,9603
735,2025-08-11,27-Yeshwanthpur,0,0,0,0,535,1412,783,1560,2252,1713,1444,697,885,923,571,375,450,717,886,773,1671,382,184,64,18277
736,2025-08-11,28-Sandal Soap Factory,0,0,0,0,10,44,132,332,640,639,460,479,406,456,526,565,706,1050,1684,1403,811,462,324,43,11172
737,2025-08-11,29-Mahalakshmi,0,0,0,0,4,61,186,503,1041,1411,864,538,450,569,436,398,339,520,719,610,442,257,83,4,9435
