Unique ID,Datetime,Stop Name,Remote Unit,Line,Connecting Lines,Daytime Routes,North Direction Label,South Direction Label,Division,Structure,Borough,Neighborhood,Latitude,Longitude,Entries,Exits
117,2017-02-10 12:00:00,50 St,R188,8th Av - Fulton St,CE,CE,Uptown - Queens,Downtown Brooklyn,IND,Subway,M,Clinton/Chelsea,40.762456,-73.985984,3547.0,2580.0
118,2017-02-10 12:00:00,50 St,R234,West End,D,D,Manhattan,Coney Island,BMT,Elevated,Bk,Borough Park,40.63626,-73.994791,771.0,556.0
119,2017-02-10 12:00:00,51 St,R049,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,Stuyvesant Town/Turtle Bay,40.757107,-73.97192,2540.0,5093.0
120,2017-02-10 12:00:00,52 St,R327,Flushing,7,7,Flushing,Manhattan,IRT,Elevated,Q,Woodside/Sunnyside,40.744149,-73.912549,1850.0,727.0
121,2017-02-10 12:00:00,53 St,R233,4th Av,R,R,Manhattan,Bay Ridge - 95 St,BMT,Subway,Bk,Sunset Park,40.645069,-74.014034,1724.0,370.0
122,2017-02-10 12:00:00,55 St,R247,West End,D,D,Manhattan,Coney Island,BMT,Elevated,Bk,Borough Park,40.631435,-73.995476,472.0,221.0
123,2017-02-10 12:00:00,57 St,R302,6th Av - Culver,F,F,Uptown Queens,Downtown Brooklyn,IND,Subway,M,Clinton/Chelsea,40.763972,-73.97745,1882.0,4528.0
124,2017-02-10 12:00:00,57 St - 7 Av,R080,Broadway - Brighton,NQR,NQRW,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Clinton/Chelsea,40.764664,-73.98065799999999,4030.0,3864.0
125,2017-02-10 12:00:00,59 St,R050,Lexington Av,456NQR,456,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Upper East Side,40.762526,-73.967967,4660.0,6032.0
126,2017-02-10 12:00:00,59 St,R051,Lexington Av,456NQR,456,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Upper East Side,40.762526,-73.967967,1597.0,3906.0
127,2017-02-10 12:00:00,59 St,R212,4th Av,NR,NR,Manhattan,Coney Island - Bay Ridge,BMT,Subway,Bk,Sunset Park,40.641362,-74.017881,2734.0,893.0
128,2017-02-10 12:00:00,59 St - Columbus Circle,R084,8th Av - Fulton St,1ABCD,ABCD,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Upper West Side,40.768296,-73.981736,2759.0,5247.0
129,2017-02-10 12:00:00,59 St - Columbus Circle,R084,8th Av - Fulton St,ABCD1,ABCD,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Upper West Side,40.768296,-73.981736,6348.0,4899.0
130,2017-02-10 12:00:00,59 St - Columbus Circle,R084,Broadway - 7Av,1ABCD,1,Uptown Bronx,Downtown,IRT,Subway,M,Upper West Side,40.768247,-73.98192900000001,2691.0,2705.0
131,2017-02-10 12:00:00,6 Av,R163,Canarsie,FLM123,L,8 Av,Brooklyn,BMT,Subway,M,Financial District,40.737335,-73.996786,470.0,612.0
132,2017-02-10 12:00:00,62 St,R398,"West End, Sea Beach",ND,DN,Manhattan Manhattan,Coney Island Coney Island,BMT,Elevated,Bk,Bensonhurst,40.625657,-73.996624,1559.0,952.0
133,2017-02-10 12:00:00,63 Dr - Rego Park,R202,Queens Blvd,MR,MR,Forest Hills,Manhattan,IND,Subway,Q,Rego Park/Forest Hills,40.729846,-73.861604,3707.0,1116.0
134,2017-02-10 12:00:00,65 St,R340,Queens Blvd,MR,MR,Forest Hills,Manhattan,IND,Subway,Q,Woodside/Sunnyside,40.749669,-73.898453,926.0,313.0
135,2017-02-10 12:00:00,66 St - Lincoln Center,R164,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Upper West Side,40.77344,-73.982209,5229.0,5605.0
136,2017-02-10 12:00:00,67 Av,R219,Queens Blvd,MR,MR,Forest Hills,Manhattan,IND,Subway,Q,Rego Park/Forest Hills,40.726523,-73.852719,2387.0,574.0
137,2017-02-10 12:00:00,68 St - Hunter College,R177,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,Upper East Side,40.768141,-73.96387,6795.0,6929.0
138,2017-02-10 12:00:00,69 St,R347,Flushing,7,7,Flushing,Manhattan,IRT,Elevated,Q,Woodside/Sunnyside,40.746325,-73.896403,1202.0,816.0
139,2017-02-10 12:00:00,7 Av,R113,Queens Blvd,BDE,BDE,Uptown Bronx - Queens,Downtown Brooklyn,IND,Subway,M,Clinton/Chelsea,40.762862,-73.981637,2417.0,6690.0
140,2017-02-10 12:00:00,7 Av,R171,Broadway - Brighton,BQ,BQ,Manhattan,Brighton Beach Coney Island,BMT,Subway,Bk,Crown Heights/Prospect Heights,40.67705,-73.972367,3253.0,1147.0
141,2017-02-10 12:00:00,71 St,R370,West End,D,D,Manhattan,Coney Island,BMT,Elevated,Bk,Bensonhurst,40.619589000000005,-73.998864,1340.0,142.0
142,2017-02-10 12:00:00,72 St,R281,8th Av - Fulton St,BC,BC,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Upper West Side,40.775594,-73.97641,1711.0,2076.0
143,2017-02-10 12:00:00,72 St,R452,Broadway - 7Av,123,123,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Upper West Side,40.778453000000006,-73.98196999999999,9606.0,7683.0
144,2017-02-10 12:00:00,72 St,R570,Second Av,Q,Q,Uptown,Downtown Brooklyn,IND,Subway,M,Upper East Side,40.768799,-73.958424,6451.0,5905.0
145,2017-02-10 12:00:00,74 St - Broadway,R018,Flushing,EFMR7,7,Flushing,Manhattan,IRT,Elevated,Q,Jackson Heights,40.746848,-73.89139399999999,648.0,769.0
146,2017-02-10 12:00:00,75 Av,R341,Queens Blvd,EF,EF,Jamaica,Manhattan,IND,Subway,Q,Rego Park/Forest Hills,40.718331,-73.837324,886.0,75.0
147,2017-02-10 12:00:00,75 St,R004,Jamaica,JZ,JZ,Jamaica,Manhattan,BMT,Elevated,Q,Kew Gardens/Woodhaven,40.691324,-73.867139,786.0,292.0
148,2017-02-10 12:00:00,77 St,R178,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,Upper East Side,40.77362,-73.959874,7253.0,7381.0
149,2017-02-10 12:00:00,77 St,R214,4th Av,R,R,Manhattan,95 St,BMT,Subway,Bk,Bay Ridge/Dyker Heights,40.629742,-74.02551,1361.0,239.0
150,2017-02-10 12:00:00,79 St,R166,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Upper West Side,40.783934,-73.979917,4469.0,1928.0
151,2017-02-10 12:00:00,79 St,R371,West End,D,D,Manhattan,Coney Island,BMT,Elevated,Bk,Bensonhurst,40.613501,-74.00061,1743.0,233.0
152,2017-02-10 12:00:00,8 Av,R175,Canarsie,ACEL,L,,Brooklyn,BMT,Subway,M,Financial District,40.739777,-74.002578,3869.0,3621.0
153,2017-02-10 12:00:00,8 Av,R390,Sea Beach,N,N,Manhattan,Coney Island,BMT,Open Cut,Bk,Sunset Park,40.635064,-74.011719,3512.0,2557.0
154,2017-02-10 12:00:00,8 St - NYU,R085,Broadway - Brighton,NR,RW,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Financial District,40.730328,-73.99262900000001,3112.0,2522.0
155,2017-02-10 12:00:00,80 St,R383,Liberty Av,A,A,Manhattan,Lefferts - Rockaways,IND,Elevated,Q,South Ozone Park/Howard Beach,40.679371,-73.858992,979.0,115.0
156,2017-02-10 12:00:00,81 St - Museum of Natural History,R187,8th Av - Fulton St,BC,BC,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Upper West Side,40.781433,-73.972143,2525.0,2597.0
157,2017-02-10 12:00:00,82 St - Jackson Hts,R096,Flushing,7,7,Flushing,Manhattan,IRT,Elevated,Q,Jackson Heights,40.747659000000006,-73.883697,3517.0,3069.0
158,2017-02-10 12:00:00,85 St - Forest Pkwy,R005,Jamaica,J,J,Jamaica,Manhattan,BMT,Elevated,Q,Kew Gardens/Woodhaven,40.692435,-73.86001,946.0,224.0
159,2017-02-10 12:00:00,86 St,R167,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Upper West Side,40.788644,-73.976218,5559.0,4534.0
160,2017-02-10 12:00:00,86 St,R179,Lexington Av,456,456,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Upper East Side,40.779492,-73.955589,8696.0,8339.0
161,2017-02-10 12:00:00,86 St,R186,8th Av - Fulton St,BC,BC,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Upper West Side,40.785868,-73.96891600000001,1829.0,1053.0
162,2017-02-10 12:00:00,86 St,R215,4th Av,R,R,Manhattan,95 St,BMT,Subway,Bk,Bay Ridge/Dyker Heights,40.622687,-74.028398,2891.0,941.0
163,2017-02-10 12:00:00,86 St,R397,Sea Beach,N,N,Manhattan,Coney Island,BMT,Open Cut,Bk,Coney Island,40.592721,-73.97823000000001,269.0,125.0
164,2017-02-10 12:00:00,86 St,R571,Second Av,Q,Q,Uptown,Downtown Brooklyn,IND,Subway,M,Upper East Side,40.777891,-73.951787,6938.0,2786.0
165,2017-02-10 12:00:00,88 St,R384,Liberty Av,A,A,Manhattan,Lefferts - Rockaways,IND,Elevated,Q,Kew Gardens/Woodhaven,40.679843,-73.85146999999999,588.0,70.0
166,2017-02-10 12:00:00,9 Av,R368,West End,D,D,Manhattan,Coney Island,BMT,Open Cut,Bk,Sunset Park,40.646292,-73.994324,1524.0,801.0
167,2017-02-10 12:00:00,9 St,R258,4th Av,DFGMNR,R,Manhattan,Bay Ridge - 95 St,BMT,Subway,Bk,Park Slope/Carroll Gardens,40.670847,-73.988302,1896.0,1067.0
168,2017-02-10 12:00:00,90 St - Elmhurst Av,R122,Flushing,7,7,Flushing,Manhattan,IRT,Elevated,Q,Jackson Heights,40.748408000000005,-73.876613,3691.0,1007.0
169,2017-02-10 12:00:00,96 St,R144,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,Upper East Side,40.785672,-73.95107,5446.0,1335.0
170,2017-02-10 12:00:00,96 St,R168,Broadway - 7Av,123,123,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Upper West Side,40.793919,-73.972323,11154.0,7715.0
171,2017-02-10 12:00:00,96 St,R251,8th Av - Fulton St,BC,BC,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Upper West Side,40.791642,-73.96469599999999,1702.0,1381.0
172,2017-02-10 12:00:00,96 St,R572,Second Av,Q,Q,,Downtown Brooklyn,IND,Subway,M,Upper East Side,40.784318,-73.947152,4589.0,2088.0
173,2017-02-10 12:00:00,Alabama Av,R433,Jamaica,J,J,Jamaica,Manhattan,BMT,Elevated,Bk,East New York/Starrett City,40.676992,-73.89865400000001,552.0,493.0
174,2017-02-10 12:00:00,Allerton Av,R362,Lenox - White Plains Rd,25,25,Wakefield - 241 St,Manhattan,IRT,Elevated,Bx,Morris Park/Bronxdale,40.865462,-73.867352,1247.0,434.0
175,2017-02-10 12:00:00,Aqueduct - N Conduit Av,R357,Rockaway,A,A,Manhattan,Rockaways,IND,At Grade,Q,South Ozone Park/Howard Beach,40.668234000000005,-73.834058,135.0,287.0
176,2017-02-10 12:00:00,Aqueduct Racetrack,R464,Rockaway,A,A,Manhattan,Rockaways,IND,At Grade,Q,South Ozone Park/Howard Beach,40.672097,-73.83591899999999,193.0,55.0
177,2017-02-10 12:00:00,Astor Pl,R160,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,Financial District,40.730054,-73.99107,4053.0,4276.0
178,2017-02-10 12:00:00,Astoria - Ditmars Blvd,R095,Astoria,NQ,NW,,Manhattan,BMT,Elevated,Q,Astoria,40.775036,-73.91203399999999,3971.0,1361.0
179,2017-02-10 12:00:00,Astoria Blvd,R094,Astoria,NQ,NW,Ditmars Blvd,Manhattan,BMT,Elevated,Q,Astoria,40.770258,-73.917843,2769.0,720.0
180,2017-02-10 12:00:00,Atlantic Av,R348,Canarsie,L,L,Manhattan,Canarsie - Rockaway Parkway,BMT,Elevated,Bk,Brownsville,40.675345,-73.903097,395.0,135.0
181,2017-02-10 12:00:00,Atlantic Av - Barclays Ctr,R057,"4th Av, Broadway - Brighton",BDNQR2345,DNRBQ,Manhattan Manhattan,Coney Island - Bay Ridge Brighton Beach Coney Island,BMT,Subway,Bk,Park Slope/Carroll Gardens,40.684063,-73.97784999999999,2224.0,2290.0
182,2017-02-10 12:00:00,Atlantic Av - Barclays Ctr,R057,Eastern Pky,2345BDNQR,23,Manhattan,Flatbush - New Lots,IRT,Subway,Bk,Park Slope/Carroll Gardens,40.684359,-73.977666,5638.0,3856.0
183,2017-02-10 12:00:00,Avenue H,R263,Broadway - Brighton,BQ,BQ,Manhattan,Brighton Beach Coney Island,BMT,Open Cut,Bk,Flatbush/Midwood,40.62927,-73.961639,806.0,406.0
184,2017-02-10 12:00:00,Avenue I,R421,6th Av - Culver,F,F,Manhattan,Coney Island,IND,Elevated,Bk,Borough Park,40.625322,-73.976127,207.0,37.0
185,2017-02-10 12:00:00,Avenue J,R228,Broadway - Brighton,BQ,BQ,Manhattan,Brighton Beach Coney Island,BMT,Open Cut,Bk,Flatbush/Midwood,40.625039,-73.960803,1626.0,569.0
186,2017-02-10 12:00:00,Avenue M,R229,Broadway - Brighton,BQ,BQ,Manhattan,Brighton Beach Coney Island,BMT,Open Cut,Bk,Flatbush/Midwood,40.617618,-73.959399,2163.0,691.0
187,2017-02-10 12:00:00,Avenue N,R423,6th Av - Culver,F,F,Manhattan,Coney Island,IND,Elevated,Bk,Borough Park,40.61514,-73.974197,728.0,331.0
188,2017-02-10 12:00:00,Avenue P,R424,6th Av - Culver,F,F,Manhattan,Coney Island,IND,Elevated,Bk,Borough Park,40.608944,-73.973022,504.0,24.0
189,2017-02-10 12:00:00,Avenue U,R150,Broadway - Brighton,BQ,BQ,Manhattan,Brighton Beach Coney Island,BMT,Open Cut,Bk,Sheepshead Bay,40.5993,-73.955929,1911.0,523.0
190,2017-02-10 12:00:00,Avenue U,R396,Sea Beach,N,N,Manhattan,Coney Island,BMT,Open Cut,Bk,Bensonhurst,40.597473,-73.979137,306.0,248.0
191,2017-02-10 12:00:00,Avenue U,R425,6th Av - Culver,F,F,Manhattan,Coney Island,IND,Elevated,Bk,Coney Island,40.596063,-73.973357,504.0,55.0
192,2017-02-10 12:00:00,Avenue X,R271,6th Av - Culver,F,F,Manhattan,Coney Island,IND,Elevated,Bk,Coney Island,40.58962,-73.97425,557.0,45.0
193,2017-02-10 12:00:00,Bay 50 St,R400,West End,D,D,Manhattan,Coney Island,BMT,Elevated,Bk,Coney Island,40.588841,-73.983765,899.0,276.0
194,2017-02-10 12:00:00,Bay Pkwy,R374,West End,D,D,Manhattan,Coney Island,BMT,Elevated,Bk,Bensonhurst,40.601875,-73.993728,2075.0,1018.0
195,2017-02-10 12:00:00,Bay Pkwy,R422,6th Av - Culver,F,F,Manhattan,Coney Island,IND,Elevated,Bk,Borough Park,40.620769,-73.975264,271.0,25.0
196,2017-02-10 12:00:00,Bay Ridge - 95 St,R216,4th Av,R,R,Manhattan,,BMT,Subway,Bk,Bay Ridge/Dyker Heights,40.616622,-74.030876,1324.0,349.0
197,2017-02-10 12:00:00,Bay Ridge Av,R213,4th Av,R,R,Manhattan,95 St,BMT,Subway,Bk,Bay Ridge/Dyker Heights,40.634967,-74.023377,2243.0,425.0
198,2017-02-10 12:00:00,Baychester Av,R292,Dyre Av,5,5,Eastchester - Dyre Av,Manhattan,IRT,Open Cut,Bx,Throgs Neck/Co-op City,40.878663,-73.83859100000001,970.0,114.0
199,2017-02-10 12:00:00,Beach 105 St,R418,Rockaway,AS,AS,Manhattan,Rockaway Park,IND,Viaduct,Q,Rockaway/Broad Channel,40.583209,-73.827559,66.0,37.0
200,2017-02-10 12:00:00,Beach 25 St,R358,Rockaway,A,A,Manhattan,Far Rockaway,IND,Viaduct,Q,Rockaway/Broad Channel,40.600066,-73.761353,462.0,235.0
201,2017-02-10 12:00:00,Beach 36 St,R338,Rockaway,A,A,Manhattan,Far Rockaway,IND,Viaduct,Q,Rockaway/Broad Channel,40.595398,-73.768175,228.0,101.0
202,2017-02-10 12:00:00,Beach 44 St,R337,Rockaway,A,A,Manhattan,Far Rockaway,IND,Viaduct,Q,Rockaway/Broad Channel,40.592943,-73.776013,157.0,69.0
203,2017-02-10 12:00:00,Beach 60 St,R336,Rockaway,A,A,Manhattan,Far Rockaway,IND,Viaduct,Q,Rockaway/Broad Channel,40.592374,-73.788522,563.0,209.0
204,2017-02-10 12:00:00,Beach 67 St,R335,Rockaway,A,A,Manhattan,Far Rockaway,IND,Viaduct,Q,Rockaway/Broad Channel,40.590927,-73.796924,519.0,186.0
205,2017-02-10 12:00:00,Beach 90 St,R416,Rockaway,AS,AS,Manhattan,Rockaway Park,IND,Viaduct,Q,Rockaway/Broad Channel,40.588034,-73.813641,101.0,79.0
206,2017-02-10 12:00:00,Beach 98 St,R417,Rockaway,AS,AS,Manhattan,Rockaway Park,IND,Viaduct,Q,Rockaway/Broad Channel,40.585307,-73.82055799999999,140.0,47.0
207,2017-02-10 12:00:00,Bedford - Nostrand Avs,R269,Crosstown,G,G,Queens,Church Av,IND,Subway,Bk,Bedford Stuyvesant,40.689627,-73.95352199999999,2236.0,543.0
208,2017-02-10 12:00:00,Bedford Av,R235,Canarsie,L,L,Manhattan,Canarsie - Rockaway Parkway,BMT,Subway,Bk,Greenpoint/Williamsburg,40.717304,-73.956872,5818.0,3889.0
209,2017-02-10 12:00:00,Bedford Park Blvd,R156,Concourse,BD,BD,Norwood - 205 St,Manhattan,IND,Subway,Bx,Kingsbridge Heights/Bedford,40.873244,-73.88713800000001,1683.0,437.0
210,2017-02-10 12:00:00,Bedford Park Blvd - Lehman College,R183,Jerome Av,4,4,Woodlawn,Manhattan,IRT,Elevated,Bx,Riverdale/Fieldston,40.873412,-73.890064,1988.0,1249.0
211,2017-02-10 12:00:00,Bergen St,R058,Eastern Pky,23,23,Manhattan,Flatbush - New Lots,IRT,Subway,Bk,Park Slope/Carroll Gardens,40.680829,-73.975098,893.0,412.0
212,2017-02-10 12:00:00,Bergen St,R129,6th Av - Culver,FG,FG,Manhattan - Queens,Church Av - Coney Island,IND,Subway,Bk,Fort Greene/Brooklyn Heights,40.686145,-73.99086199999999,3371.0,1419.0
213,2017-02-10 12:00:00,Beverley Rd,R262,Broadway - Brighton,BQ,BQ,Manhattan,Brighton Beach Coney Island,BMT,Open Cut,Bk,Flatbush/Midwood,40.644031,-73.964492,748.0,254.0
214,2017-02-10 12:00:00,Beverly Rd,R210,Nostrand,25,25,Manhattan,Flatbush,IRT,Subway,Bk,East Flatbush,40.645098,-73.948959,1022.0,133.0
215,2017-02-10 12:00:00,Bleecker St,R194,Lexington Av,6DF,6,Uptown Bronx,Downtown,IRT,Subway,M,Financial District,40.725915,-73.994659,2469.0,1153.0
216,2017-02-10 12:00:00,Borough Hall,R108,"Clark St, Eastern Pky",2345R,2345,Manhattan Manhattan,Flatbush - New Lots Flatbush - Utica,IRT,Subway,Bk,Fort Greene/Brooklyn Heights,40.6928115,-73.99007449999999,5548.0,3010.0
217,2017-02-10 12:00:00,Borough Hall,R108,"Clark St, Eastern Pky",R2345,2345,Manhattan Manhattan,Flatbush - New Lots Flatbush - Utica,IRT,Subway,Bk,Fort Greene/Brooklyn Heights,40.6928115,-73.99007449999999,2238.0,2548.0
218,2017-02-10 12:00:00,Botanic Garden,R412,Franklin Shuttle,S2345,S,Franklin Av,Prospect Park,BMT,Open Cut,Bk,South Crown Heights/Lefferts Gardens,40.670343,-73.959245,535.0,479.0
219,2017-02-10 12:00:00,Bowery,R311,Jamaica,JZ,JZ,Brooklyn,Broad St,BMT,Subway,M,Lower East Side/Chinatown,40.72028,-73.993915,512.0,655.0
220,2017-02-10 12:00:00,Bowling Green,R041,Lexington Av,45,45,Uptown Bronx,Brooklyn,IRT,Subway,M,Financial District,40.704817,-74.014065,3557.0,3844.0
221,2017-02-10 12:00:00,Bowling Green,R042,Lexington Av,45,45,Uptown Bronx,Brooklyn,IRT,Subway,M,Financial District,40.704817,-74.014065,680.0,2623.0
222,2017-02-10 12:00:00,Briarwood - Van Wyck Blvd,R255,Queens Blvd,EF,EF,Jamaica,Manhattan,IND,Subway,Q,Kew Gardens/Woodhaven,40.709179,-73.820574,1143.0,218.0
223,2017-02-10 12:00:00,Brighton Beach,R172,Broadway - Brighton,BQ,BQ,Manhattan,Coney Island,BMT,Elevated,Bk,Coney Island,40.577621,-73.961376,2885.0,1245.0
224,2017-02-10 12:00:00,Broad Channel,R415,Rockaway,AS,AS,Manhattan,Rockaways,IND,At Grade,Q,Rockaway/Broad Channel,40.608382,-73.815925,31.0,14.0
225,2017-02-10 12:00:00,Broad St,R125,Jamaica,JZ,JZ,Brooklyn,,BMT,Subway,M,Financial District,40.706476,-74.01105600000001,831.0,995.0
226,2017-02-10 12:00:00,Broadway,R092,Astoria,NQ,NW,Astoria - Ditmars Blvd,Manhattan,BMT,Elevated,Q,Astoria,40.76182,-73.925508,2857.0,1095.0
227,2017-02-10 12:00:00,Broadway,R299,Crosstown,G,G,Queens,Church Av,IND,Subway,Bk,Greenpoint/Williamsburg,40.706092,-73.95030799999999,1256.0,620.0
228,2017-02-10 12:00:00,Broadway Jct,R103,8th Av - Fulton St,ACJLZ,AC,Manhattan,Euclid - Lefferts - Rockaways,IND,Subway,Bk,Brownsville,40.678334,-73.905316,1891.0,1151.0
229,2017-02-10 12:00:00,Broadway-Lafayette St,R461,6th Av - Culver,BDFQ6,BDFM,Uptown Bronx - Queens,Downtown Brooklyn,IND,Subway,M,Financial District,40.725297,-73.996204,3132.0,9222.0
230,2017-02-10 12:00:00,Bronx Park East,R389,Lenox - White Plains Rd,25,25,Wakefield - 241 St,Manhattan,IRT,Elevated,Bx,Morrisania/Crotona,40.848828000000005,-73.86845699999999,600.0,199.0
231,2017-02-10 12:00:00,Brook Av,R446,Pelham,6,6,Pelham Bay Park,Manhattan,IRT,Subway,Bx,Hunts Point/Longwood,40.807566,-73.91924,1678.0,1168.0
232,2017-02-10 12:00:00,Brooklyn Bridge - City Hall,R044,Lexington Av,456JZ,456,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Lower East Side/Chinatown,40.713065,-74.004131,2259.0,3117.0
233,2017-02-10 12:00:00,Brooklyn Bridge - City Hall,R044,Lexington Av,JZ456,456,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Lower East Side/Chinatown,40.713065,-74.004131,1101.0,1417.0
234,2017-02-10 12:00:00,Buhre Av,R428,Pelham,6,6,Pelham Bay Park,Manhattan,IRT,Elevated,Bx,Throgs Neck/Co-op City,40.84681,-73.83256899999999,770.0,454.0
235,2017-02-10 12:00:00,Burke Av,R363,Lenox - White Plains Rd,25,25,Wakefield - 241 St,Manhattan,IRT,Elevated,Bx,Morris Park/Bronxdale,40.871356,-73.867164,740.0,214.0
236,2017-02-10 12:00:00,Burnside Av,R244,Jerome Av,4,4,Woodlawn,Manhattan,IRT,Elevated,Bx,Fordham/University Heights,40.853453,-73.907684,2952.0,1073.0
237,2017-02-10 12:00:00,Bushwick Av - Aberdeen St,R313,Canarsie,L,L,Manhattan,Canarsie - Rockaway Parkway,BMT,Subway,Bk,Bushwick,40.682829,-73.905249,553.0,186.0
238,2017-02-10 12:00:00,Canal St,R087,"Broadway, Manhattan Bridge, Jamaica",R,RWNQJZ,Uptown Queens Uptown Queens Brooklyn,Downtown Brooklyn Downtown Brooklyn Broad St,BMT,Subway,M,Financial District,40.718667333333336,-74.00070899999999,1310.0,1200.0
239,2017-02-10 12:00:00,Canal St,R118,"Broadway, Manhattan Bridge, Jamaica",JNQRZ6,RWNQJZ,Uptown Queens Uptown Queens Brooklyn,Downtown Brooklyn Downtown Brooklyn Broad St,BMT,Subway,M,Financial District,40.718667333333336,-74.00070899999999,1546.0,656.0
240,2017-02-10 12:00:00,Canal St,R139,8th Av - Fulton St,ACE,ACE,Uptown - Queens,Downtown Brooklyn,IND,Subway,M,Financial District,40.720824,-74.005229,2307.0,3863.0
241,2017-02-10 12:00:00,Canal St,R320,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Financial District,40.722854,-74.006277,945.0,1806.0
242,2017-02-10 12:00:00,Canal St,R462,"Broadway, Manhattan Bridge, Jamaica",JNQRZ6,RWNQJZ,Uptown Queens Uptown Queens Brooklyn,Downtown Brooklyn Downtown Brooklyn Broad St,BMT,Subway,M,Financial District,40.718667333333336,-74.00070899999999,2213.0,4901.0
243,2017-02-10 12:00:00,Canal St,R463,"Broadway, Manhattan Bridge, Jamaica",JNQRZ6,RWNQJZ,Uptown Queens Uptown Queens Brooklyn,Downtown Brooklyn Downtown Brooklyn Broad St,BMT,Subway,M,Financial District,40.718667333333336,-74.00070899999999,3772.0,5107.0
244,2017-02-10 12:00:00,Canarsie - Rockaway Pkwy,R152,Canarsie,L,L,Manhattan,,BMT,At Grade,Bk,Flatlands/Canarsie,40.646654,-73.90185,2644.0,796.0
245,2017-02-10 12:00:00,Carroll St,R220,6th Av - Culver,FG,FG,Manhattan - Queens,Church Av - Coney Island,IND,Subway,Bk,Park Slope/Carroll Gardens,40.680303,-73.995048,2541.0,883.0
246,2017-02-10 12:00:00,Castle Hill Av,R106,Pelham,6,6,Pelham Bay Park,Manhattan,IRT,Elevated,Bx,Parkchester/Soundview,40.834255,-73.85122199999999,1557.0,713.0
247,2017-02-10 12:00:00,Cathedral Pkwy,R192,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Morningside Heights/Hamilton,40.803967,-73.966847,3656.0,1510.0
248,2017-02-10 12:00:00,Cathedral Pkwy (110 St),R334,8th Av - Fulton St,BC,BC,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Upper West Side,40.800603,-73.958161,2008.0,894.0
249,2017-02-10 12:00:00,Central Av,R401,Myrtle Av,M,M,Manhattan,Metropolitan Av,BMT,Elevated,Bk,Bushwick,40.697857,-73.927397,1282.0,467.0
250,2017-02-10 12:00:00,Central Park North (110 St),R323,Lenox - White Plains Rd,23,23,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Central Harlem,40.799075,-73.95182199999999,2109.0,1240.0
251,2017-02-10 12:00:00,Chambers St,R029,"8th Av - Fulton St, 8th Av - Fulton St",23ACE,ACE,Uptown Uptown Queens,Downtown Brooklyn,IND,Subway,M,Financial District,40.7133465,-74.00918300000001,1707.0,1918.0
252,2017-02-10 12:00:00,Chambers St,R029,"8th Av - Fulton St, 8th Av - Fulton St",ACE23,ACE,Uptown Uptown Queens,Downtown Brooklyn,IND,Subway,M,Financial District,40.7133465,-74.00918300000001,4471.0,4656.0
253,2017-02-10 12:00:00,Chambers St,R030,Broadway - 7Av,123,123,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Financial District,40.715478,-74.009266,3649.0,5358.0
254,2017-02-10 12:00:00,Chambers St,R044,Jamaica,456JZ,JZ,Brooklyn,Broad St,BMT,Subway,M,Lower East Side/Chinatown,40.713243,-74.003401,1468.0,2075.0
255,2017-02-10 12:00:00,Chambers St,R044,Jamaica,JZ456,JZ,Brooklyn,Broad St,BMT,Subway,M,Lower East Side/Chinatown,40.713243,-74.003401,1108.0,372.0
256,2017-02-10 12:00:00,Chauncey St,R432,Jamaica,JZ,JZ,Jamaica,Manhattan,BMT,Elevated,Bk,Bushwick,40.682893,-73.91045600000001,931.0,254.0
257,2017-02-10 12:00:00,Christopher St - Sheridan Sq,R189,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Financial District,40.733422,-74.00290600000001,1726.0,1646.0
