Date,Hour,Station,DelayMinutes
2023-06-29,13,Nanjing Fuxing,5.2
2023-06-29,13,Xindian,7.2
2023-06-29,13,Qizhang,0.4
2023-06-29,13,Xindian District Office,2.1
2023-06-29,13,Nangang Exhibition Center,1.3
2023-06-29,14,Guting,2.3
2023-06-29,14,Gongguan,4.5
2023-06-29,15,Ximen,4.7
2023-06-29,15,Banqiao,3.6
2023-06-29,15,Nanjing Fuxing,5.4
2023-06-29,15,Jingmei,1.9
2023-06-29,15,Xindian District Office,16.6
2023-06-29,16,Zhongxiao Fuxing,15.9
2023-06-29,16,Taipei City Hall,5.0
2023-06-29,16,Nanjing Fuxing,4.4
2023-06-29,16,Guting,7.9
2023-06-29,16,Muzha,5.1
2023-06-29,16,Nangang Exhibition Center,25.4
2023-06-29,17,Taipei Main Station,18.3
2023-06-29,17,Guting,5.8
2023-06-29,17,Dongmen,10.2
2023-06-29,17,Yongning,4.5
2023-06-29,17,Wanlong,1.9
2023-06-29,17,Jingmei,18.9
2023-06-29,18,Taipei Main Station,3.2
2023-06-29,18,Taipei City Hall,12.6
2023-06-29,18,Zhongshan,7.1
2023-06-29,18,Yongning,11.0
2023-06-29,18,Xindian,6.7
2023-06-29,18,Xiaobitan,25.8
2023-06-29,18,Zhishan,8.9
2023-06-29,19,Zhongxiao Fuxing,11.7
2023-06-29,19,Banqiao,23.0
2023-06-29,19,Gongguan,8.6
2023-06-29,19,Yongning,13.3
2023-06-29,19,Jiantan,1.5
2023-06-29,19,Xindian,14.1
2023-06-29,19,Yuanshan,3.5
2023-06-29,19,Daqiaotou,6.5
2023-06-29,19,Qizhang,6.3
2023-06-29,20,Dongmen,10.3
2023-06-29,20,Zhongshan,1.9
2023-06-29,20,Yuanshan,6.4
2023-06-29,20,Daqiaotou,3.2
2023-06-29,21,Xiaobitan,7.9
2023-06-29,21,Yuanshan,8.4
2023-06-29,21,Zhishan,10.5
2023-06-29,21,Xindian District Office,6.4
2023-06-29,22,Dongmen,10.5
2023-06-29,23,Shilin,2.8
2023-06-29,23,Nangang,1.7
2023-06-29,23,Jiantan,4.6
2023-06-30,0,Nangang,2.4
2023-06-30,2,Da'an,7.0
2023-06-30,2,Jiantan,8.1
2023-06-30,2,Xindian District Office,8.5
2023-06-30,4,Beitou,0.9
2023-06-30,5,Shilin,8.9
2023-06-30,6,Dongmen,7.8
2023-06-30,6,Nangang,3.6
2023-06-30,7,Banqiao,4.9
2023-06-30,7,Yuanshan,0.9
2023-06-30,7,Daqiaotou,5.8
2023-06-30,7,Xindian District Office,11.5
2023-06-30,8,Banqiao,1.2
2023-06-30,8,Da'an,4.5
2023-06-30,8,Shilin,28.5
2023-06-30,8,Xindian,12.3
2023-06-30,8,Xiaobitan,5.4
2023-06-30,8,Zhishan,8.5
2023-06-30,8,Wanlong,3.8
2023-06-30,8,Jingmei,10.5
2023-06-30,9,Banqiao,2.7
2023-06-30,9,Zhishan,5.0
2023-06-30,10,Zhongxiao Fuxing,15.3
2023-06-30,10,Zhongshan,6.3
2023-06-30,10,Nangang,0.2
2023-06-30,10,Tamsui,6.9
2023-06-30,11,Nanjing Fuxing,2.0
2023-06-30,11,Yuanshan,6.7
2023-06-30,11,Zhishan,26.6
2023-06-30,11,Jingmei,2.3
2023-06-30,11,Xindian District Office,3.6
2023-06-30,12,Banqiao,15.2
2023-06-30,12,Taipei City Hall,9.1
2023-06-30,12,Zhongshan,7.3
2023-06-30,12,Zhishan,1.2
2023-06-30,13,Banqiao,7.0
2023-06-30,13,Nanjing Fuxing,10.5
2023-06-30,13,Guting,38.9
2023-06-30,13,Jiantan,3.0
2023-06-30,13,Xiaobitan,11.4
2023-06-30,13,Xindian District Office,3.7
2023-06-30,14,Guting,12.6
2023-06-30,14,Beitou,1.4
2023-06-30,14,Daqiaotou,8.8
2023-06-30,15,Taipei City Hall,2.8
2023-06-30,15,Guting,5.2
2023-06-30,15,Da'an,5.7
2023-06-30,15,Xindian,9.9
2023-06-30,15,Yuanshan,1.4
2023-06-30,15,Zhishan,18.0
2023-06-30,15,Wanlong,1.7
2023-06-30,16,Taipei Main Station,2.5
2023-06-30,16,Zhongxiao Fuxing,29.3
2023-06-30,16,Xindian,14.4
2023-06-30,17,Guting,3.0
2023-06-30,17,Dongmen,2.8
2023-06-30,17,Da'an,20.2
2023-06-30,17,Yuanshan,5.0
2023-06-30,18,Ximen,11.1
2023-06-30,18,Taipei City Hall,15.1
2023-06-30,18,Zhongshan,32.8
2023-06-30,18,Gongguan,7.5
2023-06-30,18,Muzha,15.9
2023-06-30,18,Beitou,16.4
2023-06-30,18,Xiaobitan,13.6
2023-06-30,18,Taipei Zoo,4.0
2023-06-30,19,Zhongxiao Fuxing,11.0
2023-06-30,19,Nanjing Fuxing,14.7
2023-06-30,19,Guting,9.1
2023-06-30,19,Dongmen,2.8
2023-06-30,19,Da'an,9.8
2023-06-30,19,Xindian,9.3
2023-06-30,19,Beitou,11.6
2023-06-30,19,Tamsui,1.2
2023-06-30,19,Wanlong,5.1
2023-06-30,19,Jingmei,5.1
2023-06-30,19,Qizhang,2.1
2023-06-30,20,Taipei Main Station,4.2
2023-06-30,20,Guting,11.0
2023-06-30,20,Songshan Airport,2.1
2023-06-30,20,Muzha,11.2
2023-06-30,20,Tamsui,7.9
2023-06-30,20,Nangang Exhibition Center,5.3
2023-06-30,21,Zhongxiao Fuxing,10.2
2023-06-30,21,Dongmen,2.2
2023-06-30,21,Xindian District Office,0.7
2023-06-30,22,Taipei Main Station,8.7
2023-06-30,22,Shilin,5.4
2023-06-30,22,Nangang,1.3
2023-06-30,23,Yongning,1.5
2023-07-01,0,Yuanshan,7.1
2023-07-01,0,Nangang Exhibition Center,1.1
2023-07-01,1,Guting,4.0
2023-07-01,1,Gongguan,7.6
2023-07-01,4,Shilin,6.1
2023-07-01,6,Zhongshan,7.0
2023-07-01,7,Daqiaotou,5.4
2023-07-01,7,Qizhang,1.6
2023-07-01,7,Nangang Exhibition Center,3.2
2023-07-01,8,Banqiao,11.0
2023-07-01,8,Beitou,2.9
2023-07-01,8,Jingmei,4.9
2023-07-01,9,Shilin,12.9
2023-07-01,9,Xiaobitan,2.1
2023-07-01,9,Wanlong,8.0
2023-07-01,10,Yuanshan,12.6
2023-07-01,10,Xindian District Office,13.0
2023-07-01,11,Taipei Main Station,10.0
2023-07-01,11,Nanjing Fuxing,2.9
2023-07-01,11,Guting,20.6
2023-07-01,11,Gongguan,1.7
2023-07-01,11,Muzha,9.6
2023-07-01,11,Wanlong,3.0
2023-07-01,11,Jingmei,11.7
2023-07-01,11,Nangang Exhibition Center,13.1
2023-07-01,12,Gongguan,14.1
2023-07-01,12,Songshan Airport,3.8
2023-07-01,12,Jingmei,6.1
2023-07-01,12,Qizhang,11.4
2023-07-01,13,Taipei City Hall,5.4
2023-07-01,13,Guting,12.8
2023-07-01,13,Nangang,7.3
2023-07-01,13,Muzha,12.3
2023-07-01,13,Yuanshan,10.7
2023-07-01,13,Qizhang,20.9
2023-07-01,14,Gongguan,2.7
2023-07-01,14,Yongning,2.4
2023-07-01,14,Xiaobitan,10.5
2023-07-01,14,Qizhang,14.2
2023-07-01,15,Nanjing Fuxing,8.1
2023-07-01,15,Zhongshan,1.3
2023-07-01,15,Qizhang,9.1
2023-07-01,16,Taipei Main Station,9.9
2023-07-01,16,Banqiao,2.9
2023-07-01,16,Taipei City Hall,13.9
2023-07-01,16,Dongmen,6.8
2023-07-01,16,Da'an,11.7
2023-07-01,16,Zhongshan,2.1
2023-07-01,16,Muzha,11.1
2023-07-01,16,Xindian District Office,2.8
2023-07-01,17,Taipei Main Station,6.0
2023-07-01,17,Muzha,5.3
2023-07-01,18,Jiantan,3.6
2023-07-01,18,Wanlong,0.4
2023-07-01,18,Qizhang,2.7
2023-07-01,19,Xindian,7.6
2023-07-01,19,Zhishan,5.2
2023-07-01,19,Nangang Exhibition Center,1.4
2023-07-01,20,Shilin,13.9
2023-07-01,21,Taipei Main Station,11.8
2023-07-01,21,Wanlong,1.3
2023-07-01,22,Zhongxiao Fuxing,7.4
2023-07-01,22,Beitou,3.0
2023-07-01,23,Yongning,2.8
2023-07-02,0,Wanlong,2.5
2023-07-02,0,Qizhang,0.6
2023-07-02,1,Nangang,5.8
2023-07-02,2,Dongmen,1.1
2023-07-02,3,Xiaobitan,1.2
2023-07-02,5,Nanjing Fuxing,3.4
2023-07-02,6,Zhongxiao Fuxing,5.0
2023-07-02,6,Taipei City Hall,0.6
2023-07-02,6,Dongmen,8.2
2023-07-02,6,Xiaobitan,0.8
2023-07-02,6,Taipei Zoo,0.6
2023-07-02,8,Dongmen,3.7
2023-07-02,8,Shilin,10.5
2023-07-02,8,Songshan Airport,10.2
2023-07-02,8,Xindian,3.3
2023-07-02,8,Daqiaotou,6.7
2023-07-02,8,Wanlong,5.4
2023-07-02,8,Taipei Zoo,6.0
2023-07-02,9,Nangang,2.1
2023-07-02,9,Songshan Airport,3.9
2023-07-02,9,Beitou,36.2
2023-07-02,9,Xiaobitan,16.4
2023-07-02,9,Wanlong,7.3
2023-07-02,10,Zhongxiao Fuxing,27.1
2023-07-02,10,Dongmen,6.6
2023-07-02,10,Da'an,4.9
2023-07-02,10,Shilin,14.4
2023-07-02,10,Taipei Zoo,5.3
2023-07-02,11,Banqiao,10.5
2023-07-02,11,Taipei City Hall,7.4
2023-07-02,11,Shilin,11.3
2023-07-02,11,Xindian,10.7
2023-07-02,11,Muzha,11.7
2023-07-02,11,Beitou,8.4
2023-07-02,11,Tamsui,10.6
2023-07-02,12,Taipei Main Station,8.8
2023-07-02,12,Zhongxiao Fuxing,8.8
2023-07-02,12,Dongmen,1.3
2023-07-02,12,Shilin,10.6
2023-07-02,12,Nangang,8.4
2023-07-02,12,Xindian,10.0
2023-07-02,13,Songshan Airport,18.3
2023-07-02,13,Jiantan,8.2
2023-07-02,13,Wanlong,15.1
2023-07-02,14,Zhongxiao Fuxing,10.9
2023-07-02,14,Da'an,11.1
2023-07-02,14,Beitou,13.0
2023-07-02,14,Tamsui,10.9
2023-07-02,14,Wanlong,13.0
2023-07-02,14,Xindian District Office,5.1
2023-07-02,15,Taipei Main Station,1.2
2023-07-02,15,Taipei City Hall,4.7
2023-07-02,15,Guting,10.9
2023-07-02,15,Yongning,3.2
2023-07-02,15,Nangang,9.4
2023-07-02,15,Tamsui,1.5
2023-07-02,15,Wanlong,4.0
2023-07-02,16,Taipei Main Station,3.4
2023-07-02,16,Taipei City Hall,13.6
2023-07-02,16,Gongguan,5.9
2023-07-02,16,Muzha,10.2
2023-07-02,16,Daqiaotou,7.7
2023-07-02,17,Zhongxiao Fuxing,11.6
2023-07-02,17,Banqiao,3.4
2023-07-02,17,Guting,7.0
2023-07-02,17,Jiantan,8.9
2023-07-02,17,Nangang Exhibition Center,1.2
2023-07-02,18,Ximen,8.8
2023-07-02,18,Nanjing Fuxing,2.5
2023-07-02,18,Zhishan,12.9
2023-07-02,18,Qizhang,5.2
2023-07-02,19,Nanjing Fuxing,10.7
2023-07-02,19,Zhongshan,5.0
2023-07-02,19,Xindian District Office,2.7
2023-07-02,20,Banqiao,10.4
2023-07-02,20,Zhongshan,5.9
2023-07-02,20,Yongning,2.7
2023-07-02,20,Jiantan,2.8
2023-07-02,20,Jingmei,15.4
2023-07-02,20,Taipei Zoo,11.5
2023-07-02,21,Xindian District Office,9.3
2023-07-02,22,Taipei Main Station,0.6
2023-07-02,22,Yuanshan,1.6
2023-07-03,1,Nanjing Fuxing,1.7
2023-07-03,1,Yongning,6.3
2023-07-03,1,Tamsui,11.2
2023-07-03,1,Yuanshan,8.9
2023-07-03,2,Dongmen,5.1
2023-07-03,5,Taipei Main Station,3.2
2023-07-03,6,Daqiaotou,8.3
2023-07-03,7,Zhongxiao Fuxing,5.3
2023-07-03,7,Ximen,3.7
2023-07-03,7,Yongning,8.9
2023-07-03,7,Xiaobitan,13.4
2023-07-03,7,Daqiaotou,14.2
2023-07-03,8,Banqiao,4.9
2023-07-03,8,Nanjing Fuxing,16.5
2023-07-03,8,Da'an,16.6
2023-07-03,8,Zhongshan,11.0
2023-07-03,8,Nangang,3.2
2023-07-03,8,Jiantan,11.4
2023-07-03,8,Xindian,29.2
2023-07-03,8,Muzha,6.3
2023-07-03,8,Nangang Exhibition Center,3.6
2023-07-03,8,Taipei Zoo,10.3
2023-07-03,9,Nanjing Fuxing,8.5
2023-07-03,9,Zhongshan,7.8
2023-07-03,9,Nangang,2.4
2023-07-03,9,Daqiaotou,4.3
2023-07-03,9,Wanlong,6.7
2023-07-03,10,Taipei Main Station,11.1
2023-07-03,10,Ximen,1.7
2023-07-03,11,Nanjing Fuxing,12.1
2023-07-03,11,Da'an,12.7
2023-07-03,12,Guting,4.9
2023-07-03,12,Shilin,16.8
2023-07-03,13,Nangang,15.6
2023-07-03,13,Daqiaotou,8.7
2023-07-03,14,Taipei Main Station,1.3
2023-07-03,14,Songshan Airport,9.6
2023-07-03,14,Zhishan,1.9
2023-07-03,14,Taipei Zoo,7.9
2023-07-03,15,Zhongxiao Fuxing,14.6
2023-07-03,15,Zhishan,6.7
2023-07-03,15,Xindian District Office,11.2
2023-07-03,15,Taipei Zoo,6.2
2023-07-03,16,Banqiao,11.7
2023-07-03,16,Guting,12.9
2023-07-03,16,Yuanshan,3.5
2023-07-03,16,Xindian District Office,3.9
2023-07-03,17,Taipei Main Station,2.0
2023-07-03,17,Zhongxiao Fuxing,4.1
2023-07-03,17,Taipei City Hall,22.2
2023-07-03,17,Gongguan,9.0
2023-07-03,17,Daqiaotou,4.0
2023-07-03,18,Taipei City Hall,30.1
2023-07-03,18,Gongguan,15.2
2023-07-03,18,Nangang,9.2
2023-07-03,18,Jiantan,6.3
2023-07-03,18,Muzha,11.4
2023-07-03,18,Tamsui,3.9
2023-07-03,18,Wanlong,13.9
2023-07-03,19,Guting,2.0
2023-07-03,19,Dongmen,4.0
2023-07-03,19,Zhongshan,7.3
2023-07-03,19,Beitou,37.2
2023-07-03,19,Nangang Exhibition Center,8.1
2023-07-03,21,Dongmen,2.9
2023-07-03,21,Gongguan,15.6
2023-07-03,22,Taipei City Hall,6.2
2023-07-03,22,Shilin,13.1
2023-07-03,22,Yuanshan,2.0
2023-07-03,22,Daqiaotou,3.2
2023-07-03,23,Da'an,2.1
2023-07-03,23,Zhongshan,5.1
2023-07-03,23,Daqiaotou,1.7
2023-07-04,1,Jiantan,1.7
2023-07-04,3,Muzha,1.3
2023-07-04,3,Xiaobitan,3.5
2023-07-04,4,Taipei City Hall,4.6
2023-07-04,4,Shilin,3.7
2023-07-04,4,Qizhang,8.2
2023-07-04,5,Banqiao,5.2
2023-07-04,5,Dongmen,4.6
2023-07-04,5,Tamsui,7.2
2023-07-04,6,Shilin,12.3
2023-07-04,6,Yongning,4.8
2023-07-04,6,Qizhang,8.4
2023-07-04,7,Ximen,9.4
2023-07-04,7,Banqiao,7.2
2023-07-04,7,Guting,5.0
2023-07-04,7,Nangang,16.2
2023-07-04,7,Jiantan,2.5
2023-07-04,7,Tamsui,5.6
2023-07-04,7,Zhishan,19.9
2023-07-04,7,Wanlong,2.9
2023-07-04,8,Taipei Main Station,28.4
2023-07-04,8,Banqiao,5.8
2023-07-04,8,Songshan Airport,3.1
2023-07-04,8,Jiantan,6.5
2023-07-04,8,Beitou,10.6
2023-07-04,8,Daqiaotou,12.5
2023-07-04,8,Qizhang,5.9
2023-07-04,8,Nangang Exhibition Center,3.1
2023-07-04,9,Taipei Main Station,13.2
2023-07-04,9,Da'an,2.5
2023-07-04,9,Yongning,26.8
2023-07-04,9,Jiantan,6.8
2023-07-04,9,Tamsui,8.0
2023-07-04,9,Qizhang,4.7
2023-07-04,10,Nanjing Fuxing,2.1
2023-07-04,10,Zhongshan,4.4
2023-07-04,10,Shilin,15.4
2023-07-04,10,Yongning,7.0
2023-07-04,10,Nangang,8.6
2023-07-04,11,Ximen,11.6
2023-07-04,11,Gongguan,3.7
2023-07-04,11,Muzha,0.4
2023-07-04,11,Beitou,4.3
2023-07-04,11,Xindian District Office,3.3
2023-07-04,11,Nangang Exhibition Center,4.9
2023-07-04,12,Guting,4.7
2023-07-04,12,Xindian,6.6
2023-07-04,12,Jingmei,3.5
2023-07-04,12,Qizhang,17.8
2023-07-04,12,Nangang Exhibition Center,14.5
2023-07-04,13,Taipei Main Station,10.2
2023-07-04,13,Taipei City Hall,1.9
2023-07-04,13,Wanlong,12.3
2023-07-04,14,Taipei City Hall,18.1
2023-07-04,14,Guting,6.1
2023-07-04,14,Zhishan,16.2
2023-07-04,14,Taipei Zoo,4.4
2023-07-04,15,Da'an,1.9
2023-07-04,15,Yongning,5.3
2023-07-04,15,Tamsui,12.1
2023-07-04,15,Daqiaotou,2.0
2023-07-04,15,Wanlong,4.9
2023-07-04,16,Ximen,5.0
2023-07-04,16,Guting,7.2
2023-07-04,16,Da'an,6.4
2023-07-04,16,Tamsui,3.5
2023-07-04,16,Wanlong,1.3
2023-07-04,16,Nangang Exhibition Center,4.5
2023-07-04,17,Banqiao,0.3
2023-07-04,17,Nangang,6.7
2023-07-04,17,Tamsui,6.8
2023-07-04,17,Daqiaotou,23.3
2023-07-04,18,Dongmen,6.7
2023-07-04,18,Shilin,4.0
2023-07-04,18,Xindian,2.9
2023-07-04,18,Nangang Exhibition Center,10.5
2023-07-04,19,Banqiao,7.8
2023-07-04,19,Beitou,29.0
2023-07-04,19,Xindian District Office,1.9
2023-07-04,20,Dongmen,10.8
2023-07-04,20,Da'an,8.0
2023-07-04,20,Jiantan,6.8
2023-07-04,20,Qizhang,3.4
2023-07-04,20,Taipei Zoo,5.9
2023-07-04,21,Nangang,4.5
2023-07-04,21,Songshan Airport,2.2
2023-07-04,21,Zhishan,3.0
2023-07-04,21,Wanlong,13.8
2023-07-04,22,Taipei Main Station,6.2
2023-07-04,22,Songshan Airport,10.7
2023-07-04,22,Yuanshan,5.0
2023-07-04,23,Dongmen,7.0
2023-07-04,23,Da'an,1.6
2023-07-04,23,Yongning,6.9
2023-07-04,23,Xindian,7.4
2023-07-04,23,Muzha,2.9
2023-07-04,23,Qizhang,1.9
2023-07-05,1,Dongmen,2.9
2023-07-05,1,Nangang Exhibition Center,4.6
2023-07-05,2,Dongmen,4.7
2023-07-05,4,Ximen,3.9
2023-07-05,4,Xiaobitan,7.4
2023-07-05,5,Wanlong,3.0
2023-07-05,6,Nanjing Fuxing,10.9
2023-07-05,6,Shilin,10.5
2023-07-05,7,Gongguan,5.7
2023-07-05,7,Jiantan,10.9
2023-07-05,7,Xindian,3.0
2023-07-05,7,Xiaobitan,7.3
2023-07-05,7,Daqiaotou,4.4
2023-07-05,7,Wanlong,2.1
2023-07-05,7,Xindian District Office,5.7
2023-07-05,7,Nangang Exhibition Center,3.9
2023-07-05,8,Banqiao,7.2
2023-07-05,8,Taipei City Hall,26.2
2023-07-05,8,Da'an,3.8
2023-07-05,8,Zhongshan,10.6
2023-07-05,8,Gongguan,10.1
2023-07-05,8,Songshan Airport,4.9
2023-07-05,8,Tamsui,6.1
2023-07-05,8,Qizhang,15.3
2023-07-05,9,Taipei City Hall,25.9
2023-07-05,9,Da'an,23.7
2023-07-05,9,Beitou,11.0
2023-07-05,9,Xiaobitan,7.9
2023-07-05,9,Daqiaotou,9.3
2023-07-05,9,Taipei Zoo,12.8
2023-07-05,10,Ximen,10.7
2023-07-05,10,Yuanshan,8.9
2023-07-05,10,Jingmei,3.2
2023-07-05,11,Da'an,3.1
2023-07-05,11,Taipei Zoo,6.3
2023-07-05,12,Ximen,4.8
2023-07-05,12,Songshan Airport,2.5
2023-07-05,13,Banqiao,8.7
2023-07-05,13,Yuanshan,6.4
2023-07-05,14,Zhongxiao Fuxing,7.1
2023-07-05,14,Yongning,15.0
2023-07-05,14,Nangang,3.1
2023-07-05,14,Qizhang,7.6
2023-07-05,15,Shilin,4.1
2023-07-05,15,Yuanshan,5.8
2023-07-05,15,Wanlong,5.4
2023-07-05,16,Ximen,9.2
2023-07-05,16,Guting,13.7
2023-07-05,16,Da'an,3.8
2023-07-05,16,Zhongshan,16.3
2023-07-05,16,Nangang,2.0
2023-07-05,16,Songshan Airport,11.0
2023-07-05,16,Xindian,8.1
2023-07-05,16,Muzha,6.3
2023-07-05,16,Taipei Zoo,6.5
2023-07-05,17,Banqiao,6.7
2023-07-05,17,Yongning,10.5
2023-07-05,17,Songshan Airport,14.1
2023-07-05,17,Jiantan,11.4
2023-07-05,17,Tamsui,10.0
2023-07-05,18,Taipei City Hall,11.3
2023-07-05,18,Dongmen,4.3
2023-07-05,18,Da'an,4.9
2023-07-05,18,Yongning,3.5
2023-07-05,18,Zhishan,8.1
2023-07-05,18,Taipei Zoo,15.6
2023-07-05,19,Shilin,4.1
2023-07-05,19,Gongguan,16.6
2023-07-05,19,Zhishan,4.8
2023-07-05,19,Jingmei,3.4
2023-07-05,19,Nangang Exhibition Center,2.8
2023-07-05,21,Tamsui,3.2
2023-07-05,21,Zhishan,7.4
2023-07-05,21,Wanlong,0.4
2023-07-05,23,Taipei Main Station,2.2
2023-07-05,23,Nangang,4.1
2023-07-06,0,Taipei Zoo,10.7
2023-07-06,1,Dongmen,6.6
2023-07-06,1,Da'an,3.1
2023-07-06,2,Nanjing Fuxing,1.5
2023-07-06,2,Guting,4.3
2023-07-06,2,Da'an,4.0
2023-07-06,5,Yuanshan,1.5
2023-07-06,5,Xindian District Office,12.8
2023-07-06,6,Taipei Main Station,5.0
2023-07-06,7,Da'an,5.4
2023-07-06,7,Zhongshan,6.7
2023-07-06,7,Songshan Airport,5.0
2023-07-06,7,Tamsui,8.8
2023-07-06,7,Yuanshan,11.3
2023-07-06,8,Ximen,4.5
2023-07-06,8,Taipei City Hall,6.6
2023-07-06,8,Guting,3.8
2023-07-06,8,Yuanshan,28.7
2023-07-06,8,Taipei Zoo,12.4
2023-07-06,9,Taipei Main Station,2.2
2023-07-06,9,Nanjing Fuxing,10.9
2023-07-06,9,Da'an,12.9
2023-07-06,9,Nangang,12.7
2023-07-06,9,Beitou,3.3
2023-07-06,9,Tamsui,18.0
2023-07-06,9,Xiaobitan,2.3
2023-07-06,10,Dongmen,10.7
2023-07-06,10,Zhongshan,6.8
2023-07-06,10,Nangang,1.5
2023-07-06,10,Xindian,7.0
2023-07-06,10,Muzha,20.2
2023-07-06,10,Daqiaotou,14.4
2023-07-06,10,Jingmei,7.5
2023-07-06,11,Banqiao,0.9
2023-07-06,11,Tamsui,5.2
2023-07-06,11,Xiaobitan,3.0
2023-07-06,11,Wanlong,1.5
2023-07-06,12,Ximen,0.7
2023-07-06,12,Banqiao,1.7
2023-07-06,12,Zhishan,7.9
2023-07-06,12,Jingmei,8.7
2023-07-06,13,Xiaobitan,1.6
2023-07-06,13,Yuanshan,3.0
2023-07-06,13,Daqiaotou,4.7
2023-07-06,14,Yuanshan,4.3
2023-07-06,14,Xindian District Office,3.6
2023-07-06,15,Guting,17.7
2023-07-06,15,Xindian,2.6
2023-07-06,15,Jingmei,2.5
2023-07-06,15,Qizhang,2.1
2023-07-06,16,Ximen,2.8
2023-07-06,16,Taipei City Hall,2.0
2023-07-06,16,Dongmen,11.9
2023-07-06,16,Shilin,6.7
2023-07-06,16,Muzha,5.7
2023-07-06,17,Taipei City Hall,3.8
2023-07-06,17,Gongguan,20.8
2023-07-06,17,Yongning,8.2
2023-07-06,17,Nangang,3.7
2023-07-06,17,Songshan Airport,10.4
2023-07-06,17,Qizhang,15.0
2023-07-06,18,Taipei Main Station,6.0
2023-07-06,18,Zhongxiao Fuxing,5.0
2023-07-06,18,Banqiao,1.6
2023-07-06,18,Nanjing Fuxing,15.0
2023-07-06,18,Da'an,13.2
2023-07-06,18,Zhongshan,6.7
2023-07-06,18,Gongguan,13.4
2023-07-06,18,Songshan Airport,6.3
2023-07-06,18,Qizhang,2.8
2023-07-06,18,Xindian District Office,2.2
2023-07-06,19,Zhongxiao Fuxing,8.7
2023-07-06,19,Ximen,14.6
2023-07-06,19,Banqiao,7.7
2023-07-06,19,Dongmen,3.4
2023-07-06,19,Muzha,16.1
2023-07-06,19,Beitou,3.3
2023-07-06,19,Yuanshan,37.3
2023-07-06,19,Zhishan,7.0
2023-07-06,19,Wanlong,6.8
2023-07-06,19,Xindian District Office,10.5
2023-07-06,20,Zhongxiao Fuxing,2.9
2023-07-06,20,Nanjing Fuxing,0.6
2023-07-06,20,Gongguan,8.3
2023-07-06,20,Yongning,4.4
2023-07-06,20,Songshan Airport,3.4
2023-07-06,20,Jiantan,2.4
2023-07-06,20,Xindian,3.3
2023-07-06,20,Qizhang,1.2
2023-07-06,21,Taipei Main Station,28.4
2023-07-06,21,Zhongxiao Fuxing,4.5
2023-07-06,21,Ximen,4.1
2023-07-06,21,Dongmen,3.5
2023-07-06,21,Gongguan,20.2
2023-07-06,21,Zhishan,7.1
2023-07-06,21,Daqiaotou,13.1
2023-07-06,22,Ximen,0.6
2023-07-06,23,Guting,1.8
2023-07-06,23,Zhongshan,0.8
2023-07-06,23,Gongguan,5.3
2023-07-07,0,Guting,6.6
2023-07-07,0,Shilin,1.6
2023-07-07,0,Wanlong,3.0
2023-07-07,0,Jingmei,9.3
2023-07-07,1,Ximen,3.6
2023-07-07,1,Tamsui,2.1
2023-07-07,2,Jingmei,5.7
2023-07-07,3,Muzha,4.4
2023-07-07,4,Taipei Zoo,3.4
2023-07-07,5,Daqiaotou,8.2
2023-07-07,7,Banqiao,13.2
2023-07-07,7,Nanjing Fuxing,23.0
2023-07-07,7,Guting,3.3
2023-07-07,7,Da'an,14.3
2023-07-07,7,Shilin,7.8
2023-07-07,7,Songshan Airport,8.1
2023-07-07,7,Wanlong,7.6
2023-07-07,8,Banqiao,6.6
2023-07-07,8,Taipei City Hall,4.6
2023-07-07,8,Guting,8.3
2023-07-07,8,Da'an,4.7
2023-07-07,8,Gongguan,27.1
2023-07-07,8,Jiantan,2.0
2023-07-07,8,Tamsui,21.3
2023-07-07,8,Xiaobitan,6.8
2023-07-07,8,Daqiaotou,15.1
2023-07-07,8,Qizhang,23.9
2023-07-07,9,Taipei City Hall,14.8
2023-07-07,9,Shilin,4.0
2023-07-07,9,Jiantan,22.2
2023-07-07,9,Xindian,8.0
2023-07-07,9,Xindian District Office,4.1
2023-07-07,10,Taipei Main Station,10.7
2023-07-07,10,Gongguan,4.4
2023-07-07,10,Xindian,3.0
2023-07-07,10,Qizhang,7.1
2023-07-07,11,Taipei City Hall,14.9
2023-07-07,11,Zhongshan,15.8
2023-07-07,11,Yongning,7.1
2023-07-07,11,Tamsui,3.1
2023-07-07,11,Yuanshan,2.7
2023-07-07,11,Daqiaotou,5.4
2023-07-07,11,Wanlong,1.9
2023-07-07,12,Zhongshan,23.2
2023-07-07,12,Beitou,10.0
2023-07-07,12,Tamsui,3.7
2023-07-07,12,Zhishan,5.2
2023-07-07,12,Wanlong,12.1
2023-07-07,12,Nangang Exhibition Center,2.9
2023-07-07,13,Zhongxiao Fuxing,7.9
2023-07-07,13,Daqiaotou,8.6
2023-07-07,13,Wanlong,11.8
2023-07-07,14,Taipei City Hall,1.5
2023-07-07,14,Zhongshan,2.3
2023-07-07,14,Nangang Exhibition Center,4.9
2023-07-07,15,Ximen,1.3
2023-07-07,15,Da'an,4.5
2023-07-07,15,Shilin,4.8
2023-07-07,15,Yongning,9.5
2023-07-07,15,Jiantan,12.5
2023-07-07,15,Beitou,10.4
2023-07-07,15,Jingmei,3.2
2023-07-07,16,Taipei City Hall,2.7
2023-07-07,16,Zhongshan,5.0
2023-07-07,16,Yongning,7.3
2023-07-07,16,Zhishan,0.6
2023-07-07,16,Jingmei,3.7
2023-07-07,16,Nangang Exhibition Center,15.7
2023-07-07,16,Taipei Zoo,11.3
