Date,Hour,Station,Entries,Exits
2023-07-20,13,Xindian District Office,525,474
2023-07-20,13,Nangang Exhibition Center,937,855
2023-07-20,13,Taipei Zoo,449,441
2023-07-20,14,Taipei Main Station,4439,4284
2023-07-20,14,Zhongxiao Fuxing,3001,2674
2023-07-20,14,Ximen,2530,2368
2023-07-20,14,Banqiao,2428,2326
2023-07-20,14,Taipei City Hall,2260,2023
2023-07-20,14,Nanjing Fuxing,2008,1932
2023-07-20,14,Guting,1702,1716
2023-07-20,14,Dongmen,1508,1480
2023-07-20,14,Da'an,1371,1268
2023-07-20,14,Zhongshan,1397,1378
2023-07-20,14,Shilin,1342,1159
2023-07-20,14,Gongguan,1204,1141
2023-07-20,14,Yongning,1169,1094
2023-07-20,14,Nangang,1142,1100
2023-07-20,14,Songshan Airport,1010,999
2023-07-20,14,Jiantan,958,878
2023-07-20,14,Xindian,974,888
2023-07-20,14,Muzha,717,809
2023-07-20,14,Beitou,662,701
2023-07-20,14,Tamsui,799,807
2023-07-20,14,Xiaobitan,386,364
2023-07-20,14,Yuanshan,581,519
2023-07-20,14,Zhishan,526,517
2023-07-20,14,Daqiaotou,548,492
2023-07-20,14,Wanlong,598,550
2023-07-20,14,Jingmei,594,614
2023-07-20,14,Qizhang,453,382
2023-07-20,14,Xindian District Office,535,510
2023-07-20,14,Nangang Exhibition Center,842,838
2023-07-20,14,Taipei Zoo,486,404
2023-07-20,15,Taipei Main Station,4642,4371
2023-07-20,15,Zhongxiao Fuxing,3058,2901
2023-07-20,15,Ximen,2703,2575
2023-07-20,15,Banqiao,2638,2521
2023-07-20,15,Taipei City Hall,2341,2134
2023-07-20,15,Nanjing Fuxing,2003,1844
2023-07-20,15,Guting,1845,1704
2023-07-20,15,Dongmen,1724,1511
2023-07-20,15,Da'an,1430,1479
2023-07-20,15,Zhongshan,1475,1419
2023-07-20,15,Shilin,1364,1330
2023-07-20,15,Gongguan,1280,1240
2023-07-20,15,Yongning,1183,1165
2023-07-20,15,Nangang,1205,1215
2023-07-20,15,Songshan Airport,1063,949
2023-07-20,15,Jiantan,1056,927
2023-07-20,15,Xindian,1046,1022
2023-07-20,15,Muzha,837,777
2023-07-20,15,Beitou,751,701
2023-07-20,15,Tamsui,776,729
2023-07-20,15,Xiaobitan,367,356
2023-07-20,15,Yuanshan,644,591
2023-07-20,15,Zhishan,593,504
2023-07-20,15,Daqiaotou,550,474
2023-07-20,15,Wanlong,623,626
2023-07-20,15,Jingmei,601,569
2023-07-20,15,Qizhang,448,468
2023-07-20,15,Xindian District Office,575,486
2023-07-20,15,Nangang Exhibition Center,902,914
2023-07-20,15,Taipei Zoo,432,454
2023-07-20,16,Taipei Main Station,5485,5049
2023-07-20,16,Zhongxiao Fuxing,3802,3617
2023-07-20,16,Ximen,3260,3000
2023-07-20,16,Banqiao,3083,3032
2023-07-20,16,Taipei City Hall,2845,2542
2023-07-20,16,Nanjing Fuxing,2480,2292
2023-07-20,16,Guting,2249,1967
2023-07-20,16,Dongmen,1994,1798
2023-07-20,16,Da'an,1788,1719
2023-07-20,16,Zhongshan,1738,1640
2023-07-20,16,Shilin,1650,1544
2023-07-20,16,Gongguan,1445,1571
2023-07-20,16,Yongning,1393,1355
2023-07-20,16,Nangang,1445,1383
2023-07-20,16,Songshan Airport,1282,1181
2023-07-20,16,Jiantan,1221,1175
2023-07-20,16,Xindian,1178,1104
2023-07-20,16,Muzha,951,957
2023-07-20,16,Beitou,873,782
2023-07-20,16,Tamsui,1038,926
2023-07-20,16,Xiaobitan,417,414
2023-07-20,16,Yuanshan,791,758
2023-07-20,16,Zhishan,686,538
2023-07-20,16,Daqiaotou,689,651
2023-07-20,16,Wanlong,781,770
2023-07-20,16,Jingmei,776,781
2023-07-20,16,Qizhang,559,522
2023-07-20,16,Xindian District Office,666,616
2023-07-20,16,Nangang Exhibition Center,1070,1014
2023-07-20,16,Taipei Zoo,532,518
2023-07-20,17,Taipei Main Station,7765,7430
2023-07-20,17,Zhongxiao Fuxing,5320,5012
2023-07-20,17,Ximen,4605,4210
2023-07-20,17,Banqiao,4206,4198
2023-07-20,17,Taipei City Hall,4042,3750
2023-07-20,17,Nanjing Fuxing,3410,3369
2023-07-20,17,Guting,3219,3015
2023-07-20,17,Dongmen,2740,2587
2023-07-20,17,Da'an,2431,2253
2023-07-20,17,Zhongshan,2439,2420
2023-07-20,17,Shilin,2302,2119
2023-07-20,17,Gongguan,2263,2118
2023-07-20,17,Yongning,2034,1947
2023-07-20,17,Nangang,2047,1859
2023-07-20,17,Songshan Airport,1824,1892
2023-07-20,17,Jiantan,1694,1594
2023-07-20,17,Xindian,1720,1580
2023-07-20,17,Muzha,1470,1334
2023-07-20,17,Beitou,1182,1171
2023-07-20,17,Tamsui,1349,1394
2023-07-20,17,Xiaobitan,615,565
2023-07-20,17,Yuanshan,1042,1106
2023-07-20,17,Zhishan,903,853
2023-07-20,17,Daqiaotou,933,876
2023-07-20,17,Wanlong,1101,1020
2023-07-20,17,Jingmei,1132,992
2023-07-20,17,Qizhang,775,721
2023-07-20,17,Xindian District Office,989,891
2023-07-20,17,Nangang Exhibition Center,1590,1424
2023-07-20,17,Taipei Zoo,788,696
2023-07-20,18,Taipei Main Station,10439,10259
2023-07-20,18,Zhongxiao Fuxing,7092,6642
2023-07-20,18,Ximen,6291,5910
2023-07-20,18,Banqiao,5830,5401
2023-07-20,18,Taipei City Hall,5597,5109
2023-07-20,18,Nanjing Fuxing,4565,4401
2023-07-20,18,Guting,4212,4109
2023-07-20,18,Dongmen,3762,3692
2023-07-20,18,Da'an,3340,3269
2023-07-20,18,Zhongshan,3307,3096
2023-07-20,18,Shilin,3111,2901
2023-07-20,18,Gongguan,2895,2944
2023-07-20,18,Yongning,2757,2620
2023-07-20,18,Nangang,2727,2474
2023-07-20,18,Songshan Airport,2460,2262
2023-07-20,18,Jiantan,2307,2228
2023-07-20,18,Xindian,2303,2183
2023-07-20,18,Muzha,1924,1719
2023-07-20,18,Beitou,1722,1587
2023-07-20,18,Tamsui,1915,1784
2023-07-20,18,Xiaobitan,799,802
2023-07-20,18,Yuanshan,1459,1476
2023-07-20,18,Zhishan,1314,1107
2023-07-20,18,Daqiaotou,1295,1126
2023-07-20,18,Wanlong,1524,1380
2023-07-20,18,Jingmei,1472,1389
2023-07-20,18,Qizhang,1007,938
2023-07-20,18,Xindian District Office,1310,1204
2023-07-20,18,Nangang Exhibition Center,2073,1873
2023-07-20,18,Taipei Zoo,1055,1043
2023-07-20,19,Taipei Main Station,8306,7451
2023-07-20,19,Zhongxiao Fuxing,5623,5434
2023-07-20,19,Ximen,4879,4754
2023-07-20,19,Banqiao,4513,4501
2023-07-20,19,Taipei City Hall,4211,4004
2023-07-20,19,Nanjing Fuxing,3546,3162
2023-07-20,19,Guting,3321,3023
2023-07-20,19,Dongmen,3015,2784
2023-07-20,19,Da'an,2678,2547
2023-07-20,19,Zhongshan,2717,2312
2023-07-20,19,Shilin,2442,2293
2023-07-20,19,Gongguan,2234,2240
2023-07-20,19,Yongning,2130,2101
2023-07-20,19,Nangang,2143,2047
2023-07-20,19,Songshan Airport,2009,1828
2023-07-20,19,Jiantan,1775,1746
2023-07-20,19,Xindian,1851,1761
2023-07-20,19,Muzha,1483,1398
2023-07-20,19,Beitou,1315,1246
2023-07-20,19,Tamsui,1421,1411
2023-07-20,19,Xiaobitan,592,649
2023-07-20,19,Yuanshan,1119,1122
2023-07-20,19,Zhishan,979,898
2023-07-20,19,Daqiaotou,926,899
2023-07-20,19,Wanlong,1166,1099
2023-07-20,19,Jingmei,1146,1137
2023-07-20,19,Qizhang,792,825
2023-07-20,19,Xindian District Office,990,989
2023-07-20,19,Nangang Exhibition Center,1649,1545
2023-07-20,19,Taipei Zoo,831,791
2023-07-20,20,Taipei Main Station,5409,5110
2023-07-20,20,Zhongxiao Fuxing,3690,3765
2023-07-20,20,Ximen,3201,3250
2023-07-20,20,Banqiao,3075,2837
2023-07-20,20,Taipei City Hall,2753,2611
2023-07-20,20,Nanjing Fuxing,2354,2389
2023-07-20,20,Guting,2213,2093
2023-07-20,20,Dongmen,1979,1892
2023-07-20,20,Da'an,1719,1623
2023-07-20,20,Zhongshan,1703,1622
2023-07-20,20,Shilin,1682,1598
2023-07-20,20,Gongguan,1556,1437
2023-07-20,20,Yongning,1426,1345
2023-07-20,20,Nangang,1439,1432
2023-07-20,20,Songshan Airport,1345,1350
2023-07-20,20,Jiantan,1229,1105
2023-07-20,20,Xindian,1244,1163
2023-07-20,20,Muzha,994,908
2023-07-20,20,Beitou,845,788
2023-07-20,20,Tamsui,979,971
2023-07-20,20,Xiaobitan,435,425
2023-07-20,20,Yuanshan,810,743
2023-07-20,20,Zhishan,650,562
2023-07-20,20,Daqiaotou,619,583
2023-07-20,20,Wanlong,791,695
2023-07-20,20,Jingmei,742,789
2023-07-20,20,Qizhang,542,504
2023-07-20,20,Xindian District Office,699,607
2023-07-20,20,Nangang Exhibition Center,1125,1051
2023-07-20,20,Taipei Zoo,514,522
2023-07-20,21,Taipei Main Station,3697,3560
2023-07-20,21,Zhongxiao Fuxing,2494,2181
2023-07-20,21,Ximen,2197,2094
2023-07-20,21,Banqiao,2059,1905
2023-07-20,21,Taipei City Hall,1893,1754
2023-07-20,21,Nanjing Fuxing,1593,1558
2023-07-20,21,Guting,1440,1376
2023-07-20,21,Dongmen,1290,1292
2023-07-20,21,Da'an,1210,1134
2023-07-20,21,Zhongshan,1241,1137
2023-07-20,21,Shilin,1084,971
2023-07-20,21,Gongguan,1021,984
2023-07-20,21,Yongning,932,932
2023-07-20,21,Nangang,962,956
2023-07-20,21,Songshan Airport,921,785
2023-07-20,21,Jiantan,778,814
2023-07-20,21,Xindian,791,712
2023-07-20,21,Muzha,658,636
2023-07-20,21,Beitou,595,582
2023-07-20,21,Tamsui,658,589
2023-07-20,21,Xiaobitan,286,240
2023-07-20,21,Yuanshan,480,503
2023-07-20,21,Zhishan,444,463
2023-07-20,21,Daqiaotou,432,414
2023-07-20,21,Wanlong,492,482
2023-07-20,21,Jingmei,506,526
2023-07-20,21,Qizhang,396,351
2023-07-20,21,Xindian District Office,435,406
2023-07-20,21,Nangang Exhibition Center,718,672
2023-07-20,21,Taipei Zoo,370,334
2023-07-20,22,Taipei Main Station,2268,2096
2023-07-20,22,Zhongxiao Fuxing,1582,1479
2023-07-20,22,Ximen,1397,1264
2023-07-20,22,Banqiao,1247,1227
2023-07-20,22,Taipei City Hall,1197,1144
2023-07-20,22,Nanjing Fuxing,1018,917
2023-07-20,22,Guting,921,872
2023-07-20,22,Dongmen,774,835
2023-07-20,22,Da'an,750,629
2023-07-20,22,Zhongshan,734,686
2023-07-20,22,Shilin,699,642
2023-07-20,22,Gongguan,573,642
2023-07-20,22,Yongning,621,585
2023-07-20,22,Nangang,627,572
2023-07-20,22,Songshan Airport,601,512
2023-07-20,22,Jiantan,500,470
2023-07-20,22,Xindian,543,543
2023-07-20,22,Muzha,413,365
2023-07-20,22,Beitou,345,351
2023-07-20,22,Tamsui,407,427
2023-07-20,22,Xiaobitan,174,159
2023-07-20,22,Yuanshan,312,304
2023-07-20,22,Zhishan,280,287
2023-07-20,22,Daqiaotou,242,263
2023-07-20,22,Wanlong,318,302
2023-07-20,22,Jingmei,302,313
2023-07-20,22,Qizhang,225,219
2023-07-20,22,Xindian District Office,273,260
2023-07-20,22,Nangang Exhibition Center,484,399
2023-07-20,22,Taipei Zoo,215,202
2023-07-20,23,Taipei Main Station,908,834
2023-07-20,23,Zhongxiao Fuxing,640,551
2023-07-20,23,Ximen,575,531
2023-07-20,23,Banqiao,501,496
2023-07-20,23,Taipei City Hall,493,441
2023-07-20,23,Nanjing Fuxing,401,357
2023-07-20,23,Guting,376,344
2023-07-20,23,Dongmen,322,304
2023-07-20,23,Da'an,304,287
2023-07-20,23,Zhongshan,318,303
2023-07-20,23,Shilin,281,267
2023-07-20,23,Gongguan,241,238
2023-07-20,23,Yongning,202,194
2023-07-20,23,Nangang,248,219
2023-07-20,23,Songshan Airport,213,205
2023-07-20,23,Jiantan,209,188
2023-07-20,23,Xindian,193,208
2023-07-20,23,Muzha,193,161
2023-07-20,23,Beitou,130,126
2023-07-20,23,Tamsui,177,160
2023-07-20,23,Xiaobitan,71,72
2023-07-20,23,Yuanshan,110,122
2023-07-20,23,Zhishan,110,107
2023-07-20,23,Daqiaotou,108,105
2023-07-20,23,Wanlong,128,121
2023-07-20,23,Jingmei,113,132
2023-07-20,23,Qizhang,97,92
2023-07-20,23,Xindian District Office,93,111
2023-07-20,23,Nangang Exhibition Center,166,172
2023-07-20,23,Taipei Zoo,73,88
2023-07-21,0,Taipei Main Station,258,189
2023-07-21,0,Zhongxiao Fuxing,160,153
2023-07-21,0,Ximen,142,132
2023-07-21,0,Banqiao,123,136
2023-07-21,0,Taipei City Hall,116,118
2023-07-21,0,Nanjing Fuxing,116,93
2023-07-21,0,Guting,85,87
2023-07-21,0,Dongmen,88,88
2023-07-21,0,Da'an,61,56
2023-07-21,0,Zhongshan,68,70
2023-07-21,0,Shilin,74,59
2023-07-21,0,Gongguan,73,57
2023-07-21,0,Yongning,43,39
2023-07-21,0,Nangang,57,58
2023-07-21,0,Songshan Airport,59,53
2023-07-21,0,Jiantan,41,40
2023-07-21,0,Xindian,52,39
2023-07-21,0,Muzha,39,35
2023-07-21,0,Beitou,31,38
2023-07-21,0,Tamsui,40,38
2023-07-21,0,Xiaobitan,18,23
2023-07-21,0,Yuanshan,38,24
2023-07-21,0,Zhishan,31,24
2023-07-21,0,Daqiaotou,29,26
2023-07-21,0,Wanlong,35,34
2023-07-21,0,Jingmei,34,25
2023-07-21,0,Qizhang,25,21
2023-07-21,0,Xindian District Office,29,44
2023-07-21,0,Nangang Exhibition Center,39,42
2023-07-21,0,Taipei Zoo,34,20
2023-07-21,1,Taipei Main Station,111,107
2023-07-21,1,Zhongxiao Fuxing,91,61
2023-07-21,1,Ximen,84,58
2023-07-21,1,Banqiao,58,51
2023-07-21,1,Taipei City Hall,73,49
2023-07-21,1,Nanjing Fuxing,58,35
2023-07-21,1,Guting,33,37
2023-07-21,1,Dongmen,38,46
2023-07-21,1,Da'an,37,29
2023-07-21,1,Zhongshan,37,44
2023-07-21,1,Shilin,32,35
2023-07-21,1,Gongguan,41,24
2023-07-21,1,Yongning,26,24
2023-07-21,1,Nangang,34,22
2023-07-21,1,Songshan Airport,36,34
2023-07-21,1,Jiantan,27,28
2023-07-21,1,Xindian,22,27
2023-07-21,1,Muzha,16,20
2023-07-21,1,Beitou,19,17
2023-07-21,1,Tamsui,21,15
2023-07-21,1,Xiaobitan,13,8
2023-07-21,1,Yuanshan,18,15
2023-07-21,1,Zhishan,11,7
2023-07-21,1,Daqiaotou,15,8
2023-07-21,1,Wanlong,14,17
2023-07-21,1,Jingmei,16,14
2023-07-21,1,Qizhang,5,15
2023-07-21,1,Xindian District Office,20,13
2023-07-21,1,Nangang Exhibition Center,23,26
2023-07-21,1,Taipei Zoo,13,11
2023-07-21,2,Taipei Main Station,43,35
2023-07-21,2,Zhongxiao Fuxing,27,28
2023-07-21,2,Ximen,25,27
2023-07-21,2,Banqiao,22,26
2023-07-21,2,Taipei City Hall,25,16
2023-07-21,2,Nanjing Fuxing,19,18
2023-07-21,2,Guting,21,17
2023-07-21,2,Dongmen,21,21
2023-07-21,2,Da'an,9,13
2023-07-21,2,Zhongshan,13,18
2023-07-21,2,Shilin,15,19
2023-07-21,2,Gongguan,18,10
2023-07-21,2,Yongning,7,14
2023-07-21,2,Nangang,14,19
2023-07-21,2,Songshan Airport,16,15
2023-07-21,2,Jiantan,8,6
2023-07-21,2,Xindian,7,9
2023-07-21,2,Muzha,14,7
2023-07-21,2,Beitou,8,4
2023-07-21,2,Tamsui,9,14
2023-07-21,2,Xiaobitan,4,6
2023-07-21,2,Yuanshan,5,2
2023-07-21,2,Zhishan,3,6
2023-07-21,2,Daqiaotou,2,8
2023-07-21,2,Wanlong,10,5
2023-07-21,2,Jingmei,6,5
2023-07-21,2,Qizhang,6,7
2023-07-21,2,Xindian District Office,7,5
2023-07-21,2,Nangang Exhibition Center,12,6
2023-07-21,2,Taipei Zoo,9,4
2023-07-21,3,Taipei Main Station,55,49
2023-07-21,3,Zhongxiao Fuxing,26,24
2023-07-21,3,Ximen,23,25
2023-07-21,3,Banqiao,22,21
2023-07-21,3,Taipei City Hall,16,27
2023-07-21,3,Nanjing Fuxing,25,25
2023-07-21,3,Guting,16,20
2023-07-21,3,Dongmen,21,24
2023-07-21,3,Da'an,12,14
2023-07-21,3,Zhongshan,17,23
2023-07-21,3,Shilin,20,11
2023-07-21,3,Gongguan,15,8
2023-07-21,3,Yongning,15,7
2023-07-21,3,Nangang,10,10
2023-07-21,3,Songshan Airport,9,8
2023-07-21,3,Jiantan,16,11
2023-07-21,3,Xindian,11,11
2023-07-21,3,Muzha,5,9
2023-07-21,3,Beitou,8,9
2023-07-21,3,Tamsui,9,10
2023-07-21,3,Xiaobitan,4,3
2023-07-21,3,Yuanshan,7,7
2023-07-21,3,Zhishan,10,5
2023-07-21,3,Daqiaotou,7,4
2023-07-21,3,Wanlong,11,5
2023-07-21,3,Jingmei,8,8
2023-07-21,3,Qizhang,4,4
2023-07-21,3,Xindian District Office,5,3
2023-07-21,3,Nangang Exhibition Center,11,7
2023-07-21,3,Taipei Zoo,5,6
2023-07-21,4,Taipei Main Station,113,115
2023-07-21,4,Zhongxiao Fuxing,73,70
2023-07-21,4,Ximen,71,44
2023-07-21,4,Banqiao,70,70
2023-07-21,4,Taipei City Hall,71,56
2023-07-21,4,Nanjing Fuxing,54,48
2023-07-21,4,Guting,45,47
2023-07-21,4,Dongmen,43,46
2023-07-21,4,Da'an,40,40
2023-07-21,4,Zhongshan,27,31
2023-07-21,4,Shilin,34,29
2023-07-21,4,Gongguan,34,24
2023-07-21,4,Yongning,17,28
2023-07-21,4,Nangang,27,39
2023-07-21,4,Songshan Airport,34,32
2023-07-21,4,Jiantan,24,25
2023-07-21,4,Xindian,27,21
2023-07-21,4,Muzha,29,14
2023-07-21,4,Beitou,18,17
2023-07-21,4,Tamsui,20,19
2023-07-21,4,Xiaobitan,9,7
2023-07-21,4,Yuanshan,17,10
2023-07-21,4,Zhishan,17,14
2023-07-21,4,Daqiaotou,13,15
2023-07-21,4,Wanlong,8,17
2023-07-21,4,Jingmei,14,12
2023-07-21,4,Qizhang,12,9
2023-07-21,4,Xindian District Office,9,9
2023-07-21,4,Nangang Exhibition Center,18,23
2023-07-21,4,Taipei Zoo,6,6
2023-07-21,5,Taipei Main Station,683,655
2023-07-21,5,Zhongxiao Fuxing,459,443
2023-07-21,5,Ximen,403,342
2023-07-21,5,Banqiao,382,358
2023-07-21,5,Taipei City Hall,351,339
2023-07-21,5,Nanjing Fuxing,267,292
2023-07-21,5,Guting,301,274
2023-07-21,5,Dongmen,245,222
2023-07-21,5,Da'an,234,210
2023-07-21,5,Zhongshan,231,193
2023-07-21,5,Shilin,217,210
2023-07-21,5,Gongguan,142,187
2023-07-21,5,Yongning,177,162
2023-07-21,5,Nangang,193,172
2023-07-21,5,Songshan Airport,170,146
2023-07-21,5,Jiantan,139,160
2023-07-21,5,Xindian,165,157
2023-07-21,5,Muzha,126,110
2023-07-21,5,Beitou,111,127
2023-07-21,5,Tamsui,104,99
2023-07-21,5,Xiaobitan,71,43
2023-07-21,5,Yuanshan,86,72
2023-07-21,5,Zhishan,73,79
2023-07-21,5,Daqiaotou,96,89
2023-07-21,5,Wanlong,86,101
2023-07-21,5,Jingmei,105,106
2023-07-21,5,Qizhang,67,60
2023-07-21,5,Xindian District Office,76,87
2023-07-21,5,Nangang Exhibition Center,132,126
2023-07-21,5,Taipei Zoo,70,70
2023-07-21,6,Taipei Main Station,2729,2666
2023-07-21,6,Zhongxiao Fuxing,1887,1787
2023-07-21,6,Ximen,1625,1606
2023-07-21,6,Banqiao,1608,1407
2023-07-21,6,Taipei City Hall,1473,1329
2023-07-21,6,Nanjing Fuxing,1209,1200
2023-07-21,6,Guting,1035,995
2023-07-21,6,Dongmen,976,868
2023-07-21,6,Da'an,876,864
2023-07-21,6,Zhongshan,897,861
2023-07-21,6,Shilin,854,797
2023-07-21,6,Gongguan,785,686
2023-07-21,6,Yongning,689,674
2023-07-21,6,Nangang,683,706
2023-07-21,6,Songshan Airport,653,603
2023-07-21,6,Jiantan,606,576
2023-07-21,6,Xindian,613,551
2023-07-21,6,Muzha,501,430
2023-07-21,6,Beitou,454,379
2023-07-21,6,Tamsui,500,456
2023-07-21,6,Xiaobitan,186,201
2023-07-21,6,Yuanshan,401,365
2023-07-21,6,Zhishan,297,343
2023-07-21,6,Daqiaotou,338,301
2023-07-21,6,Wanlong,419,365
2023-07-21,6,Jingmei,367,392
2023-07-21,6,Qizhang,280,256
2023-07-21,6,Xindian District Office,334,341
2023-07-21,6,Nangang Exhibition Center,570,510
2023-07-21,6,Taipei Zoo,251,274
2023-07-21,7,Taipei Main Station,7368,6780
2023-07-21,7,Zhongxiao Fuxing,5029,4565
2023-07-21,7,Ximen,4517,4047
2023-07-21,7,Banqiao,4053,3921
2023-07-21,7,Taipei City Hall,3814,3461
2023-07-21,7,Nanjing Fuxing,3103,2976
2023-07-21,7,Guting,2924,2921
2023-07-21,7,Dongmen,2631,2509
2023-07-21,7,Da'an,2362,2232
2023-07-21,7,Zhongshan,2321,2283
2023-07-21,7,Shilin,2209,2092
2023-07-21,7,Gongguan,2090,1937
2023-07-21,7,Yongning,1910,1750
2023-07-21,7,Nangang,1940,1765
2023-07-21,7,Songshan Airport,1796,1514
2023-07-21,7,Jiantan,1652,1558
2023-07-21,7,Xindian,1658,1519
2023-07-21,7,Muzha,1387,1234
2023-07-21,7,Beitou,1149,1080
2023-07-21,7,Tamsui,1297,1097
2023-07-21,7,Xiaobitan,559,605
2023-07-21,7,Yuanshan,992,974
2023-07-21,7,Zhishan,861,795
2023-07-21,7,Daqiaotou,876,859
2023-07-21,7,Wanlong,1069,952
2023-07-21,7,Jingmei,1047,962
2023-07-21,7,Qizhang,737,707
2023-07-21,7,Xindian District Office,854,835
2023-07-21,7,Nangang Exhibition Center,1396,1356
2023-07-21,7,Taipei Zoo,707,732
2023-07-21,8,Taipei Main Station,10881,10148
2023-07-21,8,Zhongxiao Fuxing,7462,7020
2023-07-21,8,Ximen,6555,6175
2023-07-21,8,Banqiao,6258,5940
2023-07-21,8,Taipei City Hall,5709,5626
2023-07-21,8,Nanjing Fuxing,4799,4431
2023-07-21,8,Guting,4325,4157
2023-07-21,8,Dongmen,3840,3894
2023-07-21,8,Da'an,3536,3434
2023-07-21,8,Zhongshan,3509,3268
2023-07-21,8,Shilin,3263,2943
2023-07-21,8,Gongguan,3059,2974
2023-07-21,8,Yongning,2786,2771
2023-07-21,8,Nangang,2945,2630
2023-07-21,8,Songshan Airport,2533,2525
2023-07-21,8,Jiantan,2418,2372
2023-07-21,8,Xindian,2448,2217
2023-07-21,8,Muzha,1965,1921
2023-07-21,8,Beitou,1727,1712
2023-07-21,8,Tamsui,1932,1856
2023-07-21,8,Xiaobitan,898,799
2023-07-21,8,Yuanshan,1571,1470
2023-07-21,8,Zhishan,1310,1281
2023-07-21,8,Daqiaotou,1322,1213
2023-07-21,8,Wanlong,1533,1496
2023-07-21,8,Jingmei,1518,1477
2023-07-21,8,Qizhang,1109,984
2023-07-21,8,Xindian District Office,1384,1212
2023-07-21,8,Nangang Exhibition Center,2225,1989
2023-07-21,8,Taipei Zoo,1114,1049
2023-07-21,9,Taipei Main Station,6826,6573
2023-07-21,9,Zhongxiao Fuxing,4584,4413
2023-07-21,9,Ximen,4103,4020
2023-07-21,9,Banqiao,3865,3687
2023-07-21,9,Taipei City Hall,3590,3276
2023-07-21,9,Nanjing Fuxing,2918,2931
2023-07-21,9,Guting,2712,2532
2023-07-21,9,Dongmen,2523,2291
2023-07-21,9,Da'an,2204,2121
2023-07-21,9,Zhongshan,2121,2071
2023-07-21,9,Shilin,2060,1855
2023-07-21,9,Gongguan,1895,1805
2023-07-21,9,Yongning,1723,1641
2023-07-21,9,Nangang,1742,1780
2023-07-21,9,Songshan Airport,1617,1592
2023-07-21,9,Jiantan,1525,1490
2023-07-21,9,Xindian,1460,1438
2023-07-21,9,Muzha,1219,1090
2023-07-21,9,Beitou,1178,1038
2023-07-21,9,Tamsui,1214,1171
2023-07-21,9,Xiaobitan,560,524
2023-07-21,9,Yuanshan,943,843
2023-07-21,9,Zhishan,846,754
2023-07-21,9,Daqiaotou,823,783
2023-07-21,9,Wanlong,977,867
2023-07-21,9,Jingmei,942,935
2023-07-21,9,Qizhang,683,636
2023-07-21,9,Xindian District Office,805,786
2023-07-21,9,Nangang Exhibition Center,1349,1348
2023-07-21,9,Taipei Zoo,716,639
2023-07-21,10,Taipei Main Station,4568,4532
2023-07-21,10,Zhongxiao Fuxing,3131,2807
2023-07-21,10,Ximen,2751,2571
2023-07-21,10,Banqiao,2648,2345
2023-07-21,10,Taipei City Hall,2364,2103
2023-07-21,10,Nanjing Fuxing,1998,1972
2023-07-21,10,Guting,1860,1769
2023-07-21,10,Dongmen,1669,1456
2023-07-21,10,Da'an,1487,1390
2023-07-21,10,Zhongshan,1459,1339
2023-07-21,10,Shilin,1395,1304
2023-07-21,10,Gongguan,1266,1148
2023-07-21,10,Yongning,1204,1035
2023-07-21,10,Nangang,1201,1215
2023-07-21,10,Songshan Airport,1109,1022
2023-07-21,10,Jiantan,1064,960
2023-07-21,10,Xindian,974,971
2023-07-21,10,Muzha,793,804
2023-07-21,10,Beitou,712,728
2023-07-21,10,Tamsui,788,779
2023-07-21,10,Xiaobitan,386,333
2023-07-21,10,Yuanshan,600,620
2023-07-21,10,Zhishan,541,510
2023-07-21,10,Daqiaotou,614,491
2023-07-21,10,Wanlong,619,603
2023-07-21,10,Jingmei,611,553
2023-07-21,10,Qizhang,445,448
2023-07-21,10,Xindian District Office,564,548
2023-07-21,10,Nangang Exhibition Center,946,761
2023-07-21,10,Taipei Zoo,444,447
2023-07-21,11,Taipei Main Station,4238,4009
2023-07-21,11,Zhongxiao Fuxing,2916,2764
2023-07-21,11,Ximen,2562,2351
2023-07-21,11,Banqiao,2402,2338
2023-07-21,11,Taipei City Hall,2292,2192
2023-07-21,11,Nanjing Fuxing,1866,1890
2023-07-21,11,Guting,1761,1751
2023-07-21,11,Dongmen,1550,1500
2023-07-21,11,Da'an,1329,1371
2023-07-21,11,Zhongshan,1456,1290
2023-07-21,11,Shilin,1306,1180
2023-07-21,11,Gongguan,1269,1093
2023-07-21,11,Yongning,1138,967
2023-07-21,11,Nangang,1165,1095
2023-07-21,11,Songshan Airport,1048,997
2023-07-21,11,Jiantan,940,911
2023-07-21,11,Xindian,945,996
2023-07-21,11,Muzha,777,690
2023-07-21,11,Beitou,664,671
2023-07-21,11,Tamsui,726,772
2023-07-21,11,Xiaobitan,351,311
2023-07-21,11,Yuanshan,589,546
2023-07-21,11,Zhishan,495,504
2023-07-21,11,Daqiaotou,510,475
2023-07-21,11,Wanlong,669,578
2023-07-21,11,Jingmei,595,574
2023-07-21,11,Qizhang,433,396
2023-07-21,11,Xindian District Office,557,520
2023-07-21,11,Nangang Exhibition Center,871,802
2023-07-21,11,Taipei Zoo,461,412
2023-07-21,12,Taipei Main Station,4673,4714
2023-07-21,12,Zhongxiao Fuxing,3305,3033
2023-07-21,12,Ximen,2889,2723
2023-07-21,12,Banqiao,2778,2414
2023-07-21,12,Taipei City Hall,2476,2374
2023-07-21,12,Nanjing Fuxing,2161,2021
2023-07-21,12,Guting,1905,1751
2023-07-21,12,Dongmen,1792,1662
2023-07-21,12,Da'an,1517,1422
2023-07-21,12,Zhongshan,1507,1455
2023-07-21,12,Shilin,1408,1324
